景点名称;地点;景点级别;热度;口碑;标签;评论
成都世界园艺博览园;简阳 · 天府机场/简阳南站;#;5.4;简阳必打卡景点榜 No.1;特色展馆;501条点评
雪溪洞;广元;#;5.4;广元玩水避暑榜 No.2;避暑纳凉;207条点评
灵秀温泉;峨眉山 · 报国寺/峨眉山站;#;5.4;峨眉山玩水避暑榜 No.1;遛娃宝藏地;1574条点评
立巢航空博物馆;成都 · 环球中心/世纪城新会展;#;5.4;#;观赏珍贵的航空实物与文献,展馆展览;273条点评
小熊猫森林公园;都江堰;#;5.4;都江堰亲子景点榜 No.11;亲子体验自然科普项目,动物园&水族馆;24条点评
彭祖山景区;眉山;4A;5.4;眉山必打卡景点榜 No.3;齐山双佛,遛娃宝藏地;387条点评
中国观音故里灵泉风景区;遂宁 · 河东莲里公园/灵泉寺;#;5.4;遂宁亲子景点榜 No.1;在观音故里祈福赏景,历史建筑;1074条点评
中国观音故里旅游区;遂宁 · 河东莲里公园/灵泉寺;#;5.4;#;#;#
成都 · Standby小鹿脱口秀专场 《我的中女时代》;成都 · 天府广场/成都博物馆;#;5.4;#;演出;#
汉桓侯祠;阆中;#;5.4;阆中古城亲子景点榜 No.1;#;317条点评
剑门蜀道;剑阁;#;5.4;剑门关风景区亲子景点榜 No.3;古道雄伟惊险，古迹众多;304条点评
成都 · 杨和苏《理想国》巡回演唱会;成都;#;5.3;#;演唱会;#
三星村考古探索基地;广汉;#;5.4;#;博物馆&展馆;24条点评
阆中古城游船;阆中;#;5.3;阆中古城亲子景点榜 No.2;享受古城水中游,夜游观景;152条点评
隐泉·温泉中心(成都海泉湾);金堂;#;5.3;成都温泉景点榜 No.3;天府之国畔悠享传奇温泉,遛娃宝藏地;450条点评
成都川菜博物馆;成都 · 郫县地区;#;5.3;#;了解川菜,展馆展览;679条点评
雷洞坪;峨眉山 · 雷洞坪/金顶;#;5.3;峨眉山风景区亲子景点榜 No.4;登金顶看日出必经之地,登高爬山;311条点评
贡嘎雪山;康定;#;5.3;#;登高爬山;7条点评
自贡彩灯公园;自贡 · 自贡市第一人民医院/彩灯公园;#;5.3;四川夜游必打卡景点榜 No.17;彩灯造型多样，绚丽多彩,遛娃宝藏地;316条点评
玉林西路;成都 · 华西医院/省体育馆商业区;#;5.3;成都夜游必打卡景点榜 No.17;因歌手赵雷一首《成都》火爆全国,城市漫步;36条点评
五彩池;松潘;#;5.3;#;池子如装满五彩颜料一般,自然山水;271条点评
僰王山;兴文;4A;5.3;兴文玩水避暑榜 No.2;避暑纳凉;326条点评
圣水寺;绵阳;#;5.3;绵阳亲子景点榜 No.6;自古以龙泉圣水著名,历史建筑;30条点评
蜀兿剧院·川剧表演(太古里店);成都 · 春熙路/太古里商业区;#;5.3;#;演出;25条点评
牛奶海;稻城;#;5.3;甘孜藏族自治州玩水避暑榜 No.1;海边观碧蓝静谧的圣湖,避暑纳凉;624条点评
奎星楼街;成都 · 宽窄巷子/中医学院附近地区;#;5.3;#;喝咖啡逛小店,城市漫步;129条点评
圆觉洞摩崖造像风景区;安岳;4A;5.3;资阳亲子景点榜 No.1;佛教圣地，石刻造像众多,历史建筑;3393条点评
新山梯田;米易;#;5.3;攀枝花必打卡景点榜 No.2;层层梯田，会理的自然奇观,自然山水;150条点评
伍须海;九龙;#;5.3;甘孜藏族自治州必打卡景点榜 No.15;林海环绕、高山湖泊,登高爬山;60条点评
黄龙主沟;松潘;#;5.3;#;沟内布满乳黄色岩石,自然山水;117条点评
大黑洞风景区;古蔺;4A;5.3;泸州亲子景点榜 No.4;清凉漂流;104条点评
格聂之眼;理塘;#;5.2;理塘必打卡景点榜 No.2;自然山水;18条点评
国色天乡水上乐园;成都 · 国色天乡乐园/温江大学城;4A;5.3;成都玩水避暑榜 No.10;遛娃宝藏地;449条点评
川主寺镇;松潘;#;5.2;松潘必打卡景点榜 No.4;红军长城纪念碑坐落在小镇;148条点评
柳江古镇;洪雅;4A;5.2;眉山亲子景点榜 No.2;木板房吊脚楼尽显沧桑古朴,避暑纳凉;447条点评
成都 · 何洁2025《底色》巡回演唱会;成都;#;5.2;#;演唱会;#
九寨沟藏谜大剧院;九寨沟 · 九寨千古情;#;5.2;#;演出;13条点评
会理古城;会理;4A;5.2;凉山必打卡景点榜 No.8;二千多年历史的文化古城,古镇古村;867条点评
国色天乡陆地乐园;成都 · 国色天乡乐园/温江大学城;4A;5.2;#;科技主题家庭式游乐园,遛娃宝藏地;4695条点评
成都 · 2025苏见信「尽兴而活」巡回演唱会-成都站;成都 · 龙泉驿地区/大运会体育中心;#;5.2;#;演唱会;#
青城前山;都江堰 · 青城山前山景区及周边;#;5.3;都江堰亲子景点榜 No.13;#;22条点评
九寨沟篝火体验;九寨沟·阿坝藏族羌族自治州;#;5.2;九寨沟特色体验榜 No.1;多样化的表演艺术;#
海子山国家级自然保护区;稻城;#;5.2;甘孜藏族自治州亲子景点榜 No.13;青藏高原有名的古冰体遗迹,登高爬山;126条点评
二滩国家森林公园;盐边;4A;5.2;盐边玩水避暑榜 No.1;高山峡谷地貌,避暑纳凉;360条点评
一片森林儿童博物馆;成都 · 天府新区/西博城地区;#;5.2;#;博物馆;39条点评
横江古镇;宜宾;4A;5.3;宜宾亲子景点榜 No.6;历史建筑;1131条点评
都江堰景区鱼嘴分水堤;都江堰 · 都江堰景区及周边;#;5.2;都江堰亲子景点榜 No.14;都江堰较为重要的部分,地标观景;278条点评
虹口漂流;都江堰 · 虹口;#;5.2;都江堰玩水避暑榜 No.4;体验浪尖坠下的惊悸,清凉漂流;465条点评
水井坊博物馆;成都 · 九眼桥/四川大学附近地区;#;5.2;#;展示水井坊特色酒文化,博物馆;276条点评
朱德故里景区;仪陇;5A;#;南充必打卡景点榜 No.2;历史建筑;#
兰桂坊;成都 · 九眼桥/四川大学附近地区;#;5.2;成都夜游必打卡景点榜 No.20;国际范儿的城市地标,城市漫步;128条点评
五粮液酒厂;宜宾 · 宜宾学院(江北)/五粮液生态园;#;5.2;宜宾必打卡景点榜 No.7;酒香扑鼻，展现酒史文化;710条点评
鑫达国际养生谷森林温泉;万源;#;5.2;四川温泉景点榜 No.7;泡温泉;83条点评
八台山;万源;4A;5.2;万源玩水避暑榜 No.1;看日出观云海的好去处,避暑纳凉;871条点评
佛爷洞;江油;4A;5.2;#;87版西游记取景地之一,避暑纳凉;810条点评
老君山;成都 · 新津地区/花舞人间景区;#;5.2;#;川西知名的道教名地,登高爬山;78条点评
三和老爷车博物馆;成都 · 金融城/双子塔附近地区;#;5.2;#;展馆展览;217条点评
天路十八弯观景台;雅江;#;5.2;雅江必打卡景点榜 No.1;地标观景;14条点评
宝瓶口;都江堰 · 都江堰景区及周边;#;5.2;#;形状酷似瓶口的人工水渠,地标观景;239条点评
锦江剧场;成都 · 春熙路/太古里商业区;#;5.2;#;#;16条点评
泰安古镇;都江堰 · 青城山后山/泰安古镇地区;#;5.1;#;展示川西民居古镇风貌,避暑纳凉;170条点评
平乐古镇;邛崃 · 平乐古镇;4A;5.1;邛崃玩水避暑榜 No.3;逛逛古朴的川西风格古镇,古镇古村;775条点评
成都 · 法语音乐剧《摇滚红与黑》;成都;#;5.1;#;演出;#
古尔沟华美达酒店温泉;理县;#;5.1;毕棚沟亲子景点榜 No.1;度假村;140条点评
长海;九寨沟;#;5.1;#;九寨沟内海拔较高的海子,登高爬山;767条点评
报国寺;峨眉山 · 报国寺/峨眉山站;#;5.1;#;峨眉山市佛教协会所在地,历史建筑;551条点评
映秀震中遗址;汶川 · 映秀镇;#;5.1;阿坝藏族羌族自治州亲子景点榜 No.17;感受人类的渺小;#
生命奥秘博物馆;成都 · 天府广场/成都博物馆;#;5.1;#;馆藏1000余件珍贵展品,博物馆;454条点评
熊猫时空馆;成都 · 熊猫基地/西部战区总医院;#;5.1;#;展馆展览;169条点评
成都 · 魔脱喜剧｜爆笑精品｜太古里脱口秀;成都 · 春熙路/太古里商业区;#;5.1;#;演出;#
街子古镇;崇州 · 街子古镇;4A;5.1;崇州玩水避暑榜 No.1;千年古镇，有晋代古寺,避暑纳凉;587条点评
遂宁 · 金曲传奇演唱会;遂宁 · 河东万达广场/职业技术学院;#;5.1;#;演唱会;#
两弹城;梓潼;4A;5.1;绵阳亲子景点榜 No.7;曾经两弹的研制基地;188条点评
金龙长城;成都 · 蔚然花海/洛带古镇;#;5.1;#;一湖一寺一长城,地标观景;348条点评
成都 · 吴宣仪 《9:31》演唱会;成都 · 三圣花乡/华西附二院锦江院区;#;5.1;#;演唱会;#
天意谷;邻水;4A;5.1;邻水玩水避暑榜 No.1;在洞中天河亲水嬉戏,避暑纳凉;1267条点评
雅拉雪山观景台;道孚;#;5.1;#;地标观景;6条点评
安哈彝寨仙人洞;西昌;4A;5.1;西昌必打卡景点榜 No.4;自然山水;195条点评
中国彩灯博物馆;自贡 · 自贡市第一人民医院/彩灯公园;#;5.1;#;一座彩灯文化的专业博物馆,遛娃宝藏地;312条点评
日则沟;九寨沟;#;5.0;#;欣赏迷人的原始森林,登高爬山;374条点评
东坡印象水街;眉山 · 东坡城市湿地公园/眉山水街;#;5.0;四川夜游必打卡景点榜 No.19;东坡印象，古建筑与演出的结合,避暑纳凉;40条点评
恩阳古镇;巴中;4A;5.0;巴中亲子景点榜 No.3;有保存较好的明清古建筑群,古镇古村;143条点评
花舞人间;成都 · 新津地区/花舞人间景区;4A;5.0;成都玩水避暑榜 No.14;适合亲子的四季赏花胜地,避暑纳凉;2827条点评
争艳彩池;松潘;#;5.0;松潘必打卡景点榜 No.5;数百小彩池组成，绮丽壮美,自然山水;99条点评
望江楼公园;成都 · 九眼桥/四川大学附近地区;#;5.0;#;纪念唐朝女诗人薛涛而建,历史建筑;698条点评
古宇湖孔子文化公园;隆昌;#;5.0;内江夜游必打卡景点榜 No.2;避暑纳凉;4914条点评
夜游釜溪;自贡 · 汽车客运总站/四川轻化工大学;#;5.0;四川夜游必打卡景点榜 No.18;夜游观景;87条点评
成都 · 2025姜育恒《永远》巡回演唱会;成都 · 环球中心/世纪城新会展;#;5.0;#;演唱会;#
成都 音乐话剧《受到召唤·敦煌》;成都;#;5.0;#;演唱会;#
邓小平故里;广安;5A;#;广安必打卡景点榜 No.3;历史建筑;#
罗浮山会议中心温泉;绵阳 · 罗浮山风景区;#;5.0;四川温泉景点榜 No.9;罗浮山下老牌温泉胜地,度假村;5413条点评
国色天乡;成都 · 国色天乡乐园/温江大学城;#;5.0;#;#;#
成都夜游锦江(东门码头);成都 · 春熙路/太古里商业区;#;5.0;#;夜游观景;6条点评
镜海;九寨沟;#;5.0;#;海水如一面镜子,登高爬山;322条点评
空港花田;成都;#;5.0;成都玩水避暑榜 No.17;当地市民的好去处,避暑纳凉;249条点评
麓湖水城;成都 · 天府新区/西博城地区;4A;5.0;成都玩水避暑榜 No.15;赏湖泊森林，游乐项目众多,避暑纳凉;34条点评
上里古镇;雅安 · 上里古镇;4A;5.0;雅安玩水避暑榜 No.7;小镇依山傍水，老建筑众多,避暑纳凉;417条点评
二王庙;都江堰 · 都江堰景区及周边;#;5.0;#;纪念都江堰工程的开凿者;339条点评
安顺廊桥;成都 · 九眼桥/四川大学附近地区;#;5.0;#;始建于元代,地标观景;104条点评
若尔盖河它温泉谷;若尔盖;#;4.9;阿坝藏族羌族自治州温泉景点榜 No.2;登高爬山;178条点评
九寨藏羌非遗博物馆;九寨沟 · 九寨华美胜地旅游度假区;#;5.0;#;博物馆;24条点评
绵阳科技馆;绵阳 · 富乐山地区;4A;5.0;#;了解核武器知识,展馆展览;2590条点评
郎木寺景区;若尔盖;#;5.0;#;#;3条点评
音乐百花谷;成都 · 新都大学城;#;4.9;成都玩水避暑榜 No.16;如梦似幻的花海与灯光秀,清凉漂流;1161条点评
中国死海旅游度假区;大英;4A;5.0;#;地下天然古盐湖,度假村;1320条点评
大熊猫1号别墅;成都 · 熊猫基地/西部战区总医院;#;4.9;#;大熊猫活动嬉戏的场所,动物园&水族馆;48条点评
奥太娜;黑水;#;4.6;#;登高爬山;2条点评
曾家山景区;广元;4A;4.9;广元玩水避暑榜 No.3;看奇特地质地貌,避暑纳凉;187条点评
抚琴夜市;成都 · 宽窄巷子/中医学院附近地区;#;4.9;成都夜游必打卡景点榜 No.19;城市漫步;4条点评
中国古海底洞峡群风景区;中江;#;4.9;#;自然山水;127条点评
秦堰楼;都江堰 · 都江堰景区及周边;#;4.9;#;眺望都江堰全景的好位置,历史建筑;83条点评
邛海17度;西昌 · 火把广场/邛海17度;#;4.9;#;度假村;3条点评
七曲山大庙;梓潼;#;4.9;#;拜拜文昌帝君,历史建筑;1015条点评
七曲山风景区;梓潼;4A;4.9;#;了解文昌文化,历史建筑;106条点评
九寨沟爱情海景区;九寨沟 · 甘海子天堂度假区;4A;4.9;九寨沟玩水避暑榜 No.2;湖泊瀑布成群，森林茂密,清凉漂流;103条点评
荣县大佛;荣县;4A;4.9;#;造型优美的巍峨石刻佛像,历史建筑;398条点评
红珠山森林温泉;峨眉山 · 报国寺/峨眉山站;#;4.9;峨眉山风景区温泉景点榜 No.2;依山势而建的森林温泉,遛娃宝藏地;863条点评
安澜桥;都江堰 · 都江堰景区及周边;#;4.9;#;飞架岷江、横跨都江堰,地标观景;358条点评
琴台故径;成都 · 宽窄巷子/中医学院附近地区;#;4.9;#;卓文君和司马相如卖酒之地,城市漫步;280条点评
诺水洞天旅游景区;通江;4A;4.9;通江玩水避暑榜 No.1;避暑纳凉;111条点评
攀枝花中国三线建设博物馆;攀枝花;#;4.9;#;馆藏各类三线建设文物,博物馆;36条点评
磨西镇;泸定;#;4.9;#;欣赏明清时期古建筑群,古镇古村;236条点评
锦门·沉浸式民国景区;成都 · 新都大学城;4A;4.9;#;城市漫步;645条点评
理小路;理县;#;4.9;#;#;6条点评
甲根坝镇;康定;#;4.9;#;地标观景;11条点评
四川美术馆;成都 · 天府广场/成都博物馆;#;4.9;#;四川美术家协会所在地;105条点评
勒多曼因冰川;康定;#;4.9;#;避暑纳凉;3条点评
成都大熊猫博物馆;成都 · 熊猫基地/西部战区总医院;#;4.9;#;全面了解有关大熊猫的知识,博物馆;119条点评
上清宫;都江堰 · 青城山前山景区及周边;#;4.9;#;道教圣地，始建于晋代,历史建筑;246条点评
合江门;宜宾 · 合江门/大观楼;#;4.9;#;三江交汇的大型码头,地标观景;121条点评
南湖梦幻岛;成都 · 华阳/海昌极地海洋公园;#;4.8;#;畅玩各式游乐设备,遛娃宝藏地;2753条点评
玉龙拉措景区;德格;4A;4.9;#;格萨尔王爱妃眷恋的湖泊,自然山水;44条点评
飞沙堰;都江堰 · 都江堰景区及周边;#;4.8;#;都江堰水利工程之一,地标观景;108条点评
昭觉寺;成都 · 金牛万达/成都动物园;#;4.8;#;当地著名的古寺庙,历史建筑;277条点评
冷嘎措;康定;#;4.8;#;贡嘎雪山的梳妆镜,登高爬山;9条点评
卓克基土司官寨文化旅游景区;马尔康;4A;4.8;#;融藏汉艺术的四合院式建筑,历史建筑;367条点评
卧佛院;安岳;#;4.8;#;盛唐摩崖石刻，景色幽雅,历史建筑;2660条点评
神瀑沟风景区;什邡;#;4.8;什邡玩水避暑榜 No.1;拥有形态各异的瀑布群,避暑纳凉;767条点评
迤沙拉民族文化村;攀枝花;4A;4.8;#;古镇古村;12条点评
康定情歌广场;康定 · 康定城区;#;4.8;#;市民夜晚欢歌跳舞的地方,地标观景;49条点评
大石板古村;西昌 · 大石板民宿村/核桃村;#;4.8;#;古镇古村;7条点评
龙潭河景区;万源;#;4.8;万源玩水避暑榜 No.2;体验户外探险的乐趣,避暑纳凉;134条点评
龙泉驿欢乐田园;成都 · 龙泉驿地区/大运会体育中心;#;4.8;#;精致版欢乐田园,游乐场;1916条点评
蔚然花海;成都 · 蔚然花海/洛带古镇;4A;4.8;#;有众多游玩观光项目,遛娃宝藏地;687条点评
月色风情小镇;西昌 · 邛海西度假区;#;4.8;#;有月亮女神雕像，可赏邛海,地标观景;21条点评
成都 · MAC OVA SEAS 2025《MOSLOS》巡演;成都 · 金牛万达/成都动物园;#;4.8;#;livehouse;#
牛背山日出;荥经;#;4.8;#;登高爬山;7条点评
巴朗山;小金;#;4.8;#;探索神秘幽深的原始森林,登高爬山;81条点评
峨眉山泡温泉;峨眉山·乐山;#;4.8;峨眉山特色体验榜 No.1;放松身心的好去处;#
蓥华大峡谷漂流;什邡;#;4.8;什邡玩水避暑榜 No.2;清凉漂流;45条点评
折多山观雪台;康定;#;4.8;#;地标观景;22条点评
老君阁;都江堰 · 青城山前山景区及周边;#;4.8;#;登阁远眺岷江美景,历史建筑;149条点评
丹巴参观藏寨;丹巴·甘孜藏族自治州;#;4.8;#;#;#
《现在见山海》之旅;四川·中国;#;4.8;#;#;#
四川赏玉兰花;四川·中国;#;4.8;#;#;#
万源廊桥;万源;#;4.8;#;地标观景;43条点评
南津关古镇;阆中;#;4.8;#;自古是水陆要塞，古韵悠远,历史建筑;46条点评
稻城亚丁-扎灌崩;稻城;#;4.8;#;高原徒步体验,登高爬山;40条点评
青溪古城;青川;4A;4.8;青川玩水避暑榜 No.2;城内具有川北明清古建筑群,避暑纳凉;807条点评
成都赏三角梅;成都·四川;#;4.8;#;#;#
北川羌城旅游区;北川;5A;4.8;#;感受浓郁的羌族文化,夜游观景;136条点评
雅安看云海;荥经·雅安;#;4.8;#;#;#
月亮湖;康定;#;4.7;#;湖水清澈见底、绿苔迤逦,自然山水;9条点评
《蜀道盛世》实景演出;阆中;#;4.7;#;领略川北民俗文化的魅力,遛娃宝藏地;212条点评
唐园;西昌 · 火把广场/邛海17度;#;4.7;#;历史建筑;8条点评
国色天乡童话世界;成都 · 国色天乡乐园/温江大学城;#;4.7;#;玩遍多国风情游乐施舍,遛娃宝藏地;1843条点评
康定骑马;康定·甘孜藏族自治州;#;4.7;#;#;#
人民公园;简阳 · 简阳市中心;#;4.7;#;公园&植物园;6条点评
灵山寺;冕宁;#;4.7;#;背靠灵山的古老寺庙,历史建筑;132条点评
青城前山-索道;都江堰 · 青城山前山景区及周边;#;4.7;#;在索道上俯瞰青城美景,缆车索道;13条点评
嘉阳桫椤湖旅游景区;犍为;4A;4.7;犍为玩水避暑榜 No.1;桫椤树和蒸汽小火车,避暑纳凉;37条点评
成都  · 后仰喜剧 | 爆笑脱口秀、即兴、即兴互动剧、Sketch【王府井店】;成都 · 金牛万达/成都动物园;#;4.8;#;演出;#
诺日朗群海;九寨沟;#;4.7;#;海拔2365米,自然山水;42条点评
攀枝花泡温泉;盐边·攀枝花;#;4.7;#;#;#
绵阳泡温泉;绵阳·四川;#;4.7;#;放松和舒缓身心的体验;#
格聂山;理塘;#;4.7;#;藏传佛教第十三座神山,登高爬山;53条点评
珍珠滩瀑布;九寨沟;#;4.7;#;《西游记》牵马涉水取景地,自然山水;391条点评
中天楼;阆中;#;4.7;#;历史建筑;121条点评
太子岭滑雪场;茂县;#;4.7;#;设施丰富齐全,遛娃宝藏地;517条点评
色达金马草原;色达;#;4.7;#;欣赏草原风光,避暑纳凉;65条点评
成都蜀锦织绣博物馆;成都 · 杜甫草堂/省人民医院;#;4.7;#;保存完整的蜀锦制作工艺,博物馆;137条点评
成都鹿尔花园;成都 · 国色天乡乐园/温江大学城;#;4.7;成都玩水避暑榜 No.18;露营·营地;151条点评
阿坝州纳摩大峡谷;若尔盖;#;4.7;阿坝藏族羌族自治州玩水避暑榜 No.6;怪石嶙峋，白龙江的发源地,避暑纳凉;112条点评
荒野之国;成都 · 天府新区/西博城地区;#;4.7;#;主题乐园&游乐场;12条点评
龙凤古镇;遂宁;4A;4.7;#;感受观音文化祈福求平安,古镇古村;362条点评
九寨沟藏文化体验;九寨沟·阿坝藏族羌族自治州;#;4.7;九寨沟特色体验榜 No.2;感受传统文化的魅力;#
玛嘉沟;小金;#;4.7;#;欣赏壮美的雪峰,历史建筑;63条点评
药王谷;北川;4A;4.6;北川玩水避暑榜 No.2;赏粉色辛夷花海,避暑纳凉;978条点评
成都 · 沉浸式环境话剧《暴雨将至》;成都 · 文殊院/龙湖上城天街;#;4.6;#;演出;#
俄么塘花海景区;红原;4A;4.6;#;草原采风;179条点评
南龛石窟;巴中;#;4.6;#;石窟群规模宏大，姿态各异,历史建筑;110条点评
九寨沟-则查洼沟;九寨沟;#;4.6;#;九寨沟高海拔的游览路线,自然山水;188条点评
华光楼;阆中;#;4.6;#;历史建筑;378条点评
鹧鸪山;红原;4A;4.6;#;避暑纳凉;77条点评
雅安看日出;荥经·雅安;#;4.6;#;#;#
亚青寺;白玉;#;4.6;#;位于四面环山的草原湿地上,历史建筑;47条点评
洛带恐龙大世界;成都 · 蔚然花海/洛带古镇;#;4.6;#;长城脚下探秘恐龙大世界,嗨玩乐园;92条点评
熊猫剧院;成都 · 熊猫基地/西部战区总医院;#;4.6;#;演出;34条点评
成都 · 开心麻花沉浸式互动带餐喜剧 《新·捞金晚宴》;成都 · 万象城/牛市口;#;4.6;#;演出;#
广元市博物馆;广元 · 东坝;#;4.6;#;博物馆;37条点评
凤凰山公园;广元 · 老城;#;4.6;广元玩水避暑榜 No.5;领略女皇文化，溜娃好去处,避暑纳凉;92条点评
乌尤寺;乐山 · 乐山大佛景区;#;4.6;#;寺内建筑结构森严,历史建筑;75条点评
龙头山;雷波;#;4.6;#;避暑纳凉;3条点评
仙市古镇;自贡;4A;4.6;#;赏清代建筑,古镇古村;105条点评
成都 · 2025国际乒联混合团体世界杯;成都;#;4.6;#;赛事;#
罗汉寺;绵阳;#;4.6;#;历史建筑;8条点评
溜溜城;康定 · 康定城区;#;4.6;#;城市漫步;14条点评
青城两河漂流;都江堰 · 青城外山/熊猫苑;#;4.6;都江堰玩水避暑榜 No.5;清凉漂流;82条点评
熊猫海;九寨沟;#;4.6;#;岩壁倒影酷似熊猫,自然山水;321条点评
九寨华美胜地滑雪场;九寨沟;#;4.6;#;#;19条点评
色达天葬台;色达;#;4.6;#;#;99条点评
甘孜稻城亚丁景区-仙乃日;稻城;#;4.6;#;亚丁三怙主神山之一,登高爬山;287条点评
兔儿山;理塘;#;4.6;#;远观酷似兔子耳朵,登高爬山;101条点评
诺亚8号温泉水汇;成都 · 红牌楼/大悦城商业区;#;4.6;#;定位高端商务的温泉,遛娃宝藏地;614条点评
德格印经院;德格;4A;4.6;#;雪山下的宝库,历史建筑;49条点评
斯丁措·天空之镜;康定;#;4.6;#;自然山水;5条点评
盆景池;松潘;#;4.6;#;望若明镜的池面,自然山水;47条点评
岷江源头;松潘;#;4.6;#;与牦牛合影留念,登高爬山;21条点评
康定看云海;康定·甘孜藏族自治州;#;4.6;#;#;#
金沙江大峡谷;攀枝花;#;4.6;#;自然山水;4条点评
叠溪海子;茂县;#;4.6;#;堰塞湖美景，叠溪海子的自然奇观,避暑纳凉;9条点评
尧坝古镇;合江;4A;4.6;#;川黔走廊，古民居保存完好,古镇古村;163条点评
迎宾池;松潘;#;4.6;#;水质明丽的池群,自然山水;75条点评
铁像寺水街;成都 · 环球中心/世纪城新会展;#;4.6;#;川西古建风格的老街道,避暑纳凉;94条点评
成都 · 郁可唯2025《我怪》巡回演唱会;成都 · 环球中心/世纪城新会展;#;5.1;#;演唱会;#
明蜀王陵;成都 · 成都大学/青龙湖湿地公园;#;4.5;#;大明蜀王之墓群;98条点评
高桥里;峨眉山;#;4.5;#;度假村;52条点评
金沙遗址博物馆乌木林;成都 · 金沙遗址/一品天下;#;4.6;#;乌木形态各异，十分壮观,历史建筑;78条点评
鸟道;剑阁;#;4.5;#;#;8条点评
四川大学(望江校区);成都 · 九眼桥/四川大学附近地区;#;4.5;#;天使林是观鸟的好地方,公园&植物园;393条点评
德阳华谊兄弟星剧场;德阳;#;4.5;德阳夜游必打卡景点榜 No.1;演出;46条点评
安岳石刻;安岳;4A;4.5;#;造型精美的佛教石像群,历史建筑;109条点评
毗卢洞文物景区;安岳;#;4.5;#;现存摩崖石刻造像465尊,历史建筑;52条点评
峨眉山滑雪场;峨眉山 · 雷洞坪/金顶;#;4.5;#;可满足不同技术的滑雪者,户外滑雪;25条点评
成都 · 乌兰图雅2025《花开四季》巡回演唱会;成都;#;4.5;#;演唱会;#
【成都】《重返三星堆—古蜀王国奇幻之旅》VR沉浸式展览;成都 · 杜甫草堂/省人民医院;#;4.5;#;世界顶流IP元宇宙沉浸展,特色展馆;3条点评
罗浮山;绵阳 · 罗浮山风景区;4A;4.5;#;爬山看云海泡温泉,遛娃宝藏地;492条点评
峨眉山叠川麦芽威士忌酒厂;峨眉山;#;4.4;#;#;27条点评
格萨尔王城;甘孜县;4A;4.5;#;遛娃宝藏地;52条点评
罨画池;崇州 · 崇州市区;#;4.5;#;建于唐朝的川西园林,园林花园;276条点评
都江堰水利工程(爱教基地);都江堰 · 都江堰景区及周边;#;4.5;#;经久不衰的工程,地标观景;6条点评
蜀乐池天然温泉;成都 · 国色天乡乐园/温江大学城;#;4.5;成都温泉景点榜 No.4;轻旅城市温泉度假,SPA/按摩;412条点评
十方普贤;峨眉山 · 雷洞坪/金顶;#;4.5;#;世界上海拔较高的金佛,地标观景;259条点评
雒城遗址;广汉;#;4.5;#;面积辽阔，历史悠久,历史建筑;26条点评
广汉三星堆博物馆-一展馆;广汉;#;4.5;#;特色展馆;2条点评
白衣古镇;平昌;4A;4.5;平昌玩水避暑榜 No.1;五山环抱，河流饶镇而过,古镇古村;435条点评
格尔底寺院;若尔盖;#;4.5;#;很有影响力的格鲁派寺院,历史建筑;183条点评
欢乐演艺秀《熊猫玩家》;成都 · 熊猫基地/西部战区总医院;#;4.5;#;巨幅旋转舞台,演出;53条点评
东嘎寺;色达;#;4.5;#;欣赏精美的壁画,历史建筑;72条点评
成都city tour观光巴士;成都 · 锦里/武侯祠附近地区;#;4.5;#;多样化的城市旅游服务,巴士观光;2738条点评
熊猫专列“什邡号”旅游列车;成都·四川;#;4.5;#;#;#
中路藏寨;丹巴 · 中路藏寨;#;4.5;#;欣赏白色藏房和金顶寺庙;76条点评
姑弄村;康定;#;4.5;#;#;2条点评
李白纪念馆;江油;4A;4.5;#;纪念李白的仿唐园林建筑群,博物馆&展馆;40条点评
攀枝花公园;攀枝花 · 攀枝花学院/攀枝花公园;#;4.5;#;鸟语花香，山顶可俯瞰城景,夜游观景;245条点评
猿猱道;剑阁;#;4.5;#;#;7条点评
青城前山-观光车;都江堰 · 青城山前山景区及周边;#;4.5;#;#;4条点评
成都 · 太空奇缘城市音乐派对;成都 · 华侨城欢乐谷/西南交大;#;5.4;#;音乐节;#
凯地里拉温泉;宁南;4A;4.6;凉山温泉景点榜 No.2;遛娃宝藏地;62条点评
乐山大佛景区-栈道;乐山 · 乐山大佛景区;#;4.5;#;仰望壮观的乐山大佛,历史建筑;156条点评
乐山市博物馆;乐山 · 乐山大佛景区;#;4.5;#;了解乐山的历史与文化,博物馆;24条点评
房湖公园;广汉;#;4.5;#;地处唐朝房公湖遗址地段,园林花园;163条点评
凌云寺;乐山 · 乐山大佛景区;#;4.5;#;三重四合院建筑,历史建筑;169条点评
西昌看日落;西昌·凉山;#;4.5;#;#;#
雪宝顶;松潘;#;4.5;#;海拔5588米,登高爬山;81条点评
萨武神山;小金;#;4.5;#;登高爬山;#
茗山寺;安岳;#;4.5;#;摩崖造像诸多，雕琢精巧,历史建筑;21条点评
东风堰-千佛岩;夹江;4A;4.5;#;世界遗产东风堰,地标观景;41条点评
成都市天府美术馆;成都 · 华侨城欢乐谷/西南交大;#;4.5;#;夜游观景;7条点评
子梅垭口;康定;#;4.5;#;观景台拍摄夕阳美景,登高爬山;33条点评
宝光禅院;成都 · 新都大学城;#;4.0;#;观摩历史悠久的泥塑罗汉堂,历史建筑;982条点评
凤凰楼;广元 · 老城;#;4.4;#;登楼赏广元美景,历史建筑;78条点评
