景点名称;地点;景点级别;热度;口碑;标签;评论
楚布寺;拉萨;#;3.0;#;拥有大量文物的古寺,历史建筑;61条点评
藏王墓;琼结;#;2.9;#;保存较好的大规模王陵,历史建筑;35条点评
卧龙奇石;林芝;#;2.9;#;自然山水;3条点评
卡若遗址;昌都;#;2.9;#;历史建筑;7条点评
藤桥;墨脱;#;2.9;#;地标观景;2条点评
羊秀乡;比如;#;2.9;#;#;#
孜珠山景区;丁青;#;2.9;#;#;1条点评
扎囊沙漠公园;扎囊;#;2.9;#;沙漠戈壁;#
休登寺;八宿;#;2.9;#;#;2条点评
珠峰观景台;定日;#;2.9;#;#;#
米拉山;工布江达;#;2.9;#;#;#
多情错;亚东;#;2.9;#;自然山水;22条点评
神山圣湖景区;普兰;4A;2.9;#;世界的中心,避暑纳凉;18条点评
盐湖;革吉;#;2.9;#;自然山水;6条点评
大昭寺弥勒殿;拉萨 · 八廓街/大昭寺及附近地区;#;2.9;#;精致的弥勒佛像,历史建筑;46条点评
大脚印奇观;昌都;#;2.9;#;自然山水;7条点评
西藏非物质文化遗产博物馆;拉萨 · 文成公主实景剧场及附近地区;#;2.9;#;博物馆;1条点评
业拉山;八宿;#;2.9;#;登高爬山;16条点评
西藏自治区阿里博物馆;噶尔;#;2.9;#;博物馆;#
仁青休布错;仲巴;#;2.9;#;自然山水;10条点评
牦牛广场;林芝 · 林芝市中心及附近地区;#;2.9;#;地标观景;13条点评
仁措湖;八宿;#;2.9;#;自然山水;8条点评
莲花圣地公园;墨脱;#;2.9;#;夜游观景;#
朗秋冰川;波密;#;2.9;#;自然山水;2条点评
绒布冰川;定日;#;2.9;#;自然山水;18条点评
普姆雍措;浪卡子;#;2.9;#;#;#
和平解放纪念碑;拉萨 · 布达拉宫/太阳岛及附近地区;#;2.9;#;夜游观景;#
炯拉措;边坝;#;2.9;#;自然山水;#
西藏唐卡画院;拉萨 · 八廓街/大昭寺及附近地区;#;2.9;#;#;#
查杰玛大殿;类乌齐;#;2.9;#;历史建筑;12条点评
拉乌山;芒康;#;2.9;#;登高爬山;3条点评
曲孜卡温泉度假村;芒康;#;2.9;#;#;#
帕隆藏布江;波密;#;2.9;#;日观雪山、随处可见桃花树,自然山水;30条点评
曲古寺;普兰;#;2.9;#;历史建筑;3条点评
西藏旱地拔葱视频拍摄点;拉萨 · 文成公主实景剧场及附近地区;#;2.9;#;#;#
倾多镇;波密;#;2.9;#;藏王聂赤赞布的故里,地标观景;11条点评
拉如村;工布江达;#;2.9;#;#;1条点评
洪崖洞;拉萨 · 拉萨火车站/柳梧新区及附近地区;#;2.9;#;#;#
西藏芒康滇金丝猴国家级自然保护区;芒康;#;2.9;#;近距离观察金丝猴,登高爬山;33条点评
萨迦镇;萨迦;4A;2.9;#;古镇古村;4条点评
西藏博物馆-讲解处;拉萨 · 罗布林卡及附近地区;#;2.9;#;#;#
卓玛拉山口;革吉;#;2.9;#;登高爬山;5条点评
青朴;扎囊;#;2.8;#;一处风景气候皆佳的地方,历史建筑;39条点评
丁青寺;丁青;#;2.8;#;历史建筑;#
浪错;昂仁;#;2.8;#;自然山水;1条点评
普若岗日;双湖;#;2.8;#;自然山水;13条点评
业拉山垭口;左贡;#;2.8;#;登高爬山;#
羊八井寺;当雄;#;2.8;#;规模宏大的寺庙建筑群,历史建筑;18条点评
当穹错;尼玛;#;2.8;#;自然山水;54条点评
纳木错;当雄;#;2.8;#;#;#
西藏民俗第一村;林芝;#;2.8;#;#;19条点评
达旦明久颇章;拉萨 · 罗布林卡及附近地区;#;2.8;#;历史建筑;7条点评
物玛错;改则;#;2.8;#;#;1条点评
雅鲁藏布江观景台;日喀则;#;2.8;#;#;#
嘎玛沟;定日;#;2.8;#;登高爬山;7条点评
背崩瀑布;墨脱;#;2.8;#;激起的水沫烟雾高达数百公尺,自然山水;10条点评
雅弄冰川;八宿;#;2.8;#;#;#
直升机观光旅游区;拉萨 · 文成公主实景剧场及附近地区;#;2.8;#;直升机体验;#
库拉日峰;山南;#;2.8;#;登高爬山;3条点评
展佛台;日喀则;#;2.8;#;历史建筑;16条点评
西藏拉萨净土健康动物保护园;曲水;#;2.8;#;动物园&水族馆;6条点评
下察隅镇;察隅;#;2.8;#;地标观景;12条点评
玛旁雍错观景点;普兰;#;2.8;#;#;#
洞错;改则;#;2.8;#;自然山水;15条点评
赛马场;那曲;#;2.8;#;#;16条点评
高寒草原;那曲;#;2.7;#;草原采风;3条点评
孔雀古城;普兰;#;2.8;#;#;8条点评
鲁朗林海第一观景台;林芝;#;2.8;#;#;#
泽当寺;山南;#;2.8;#;历史建筑;10条点评
恰如寺;比如;#;2.5;#;#;1条点评
夏珠林寺;贡嘎;#;2.8;#;历史建筑;19条点评
扎达布日寺;噶尔;#;2.7;#;历史建筑;13条点评
他念他翁山;昌都;#;2.8;#;#;#
古冰川;察隅;#;2.8;#;自然山水;#
卡玛多塔林;类乌齐;#;2.7;#;历史建筑;10条点评
巴松措▪喜玛拉雅轻奢露营地;工布江达;#;2.7;#;湖泊雪山，与你相约,露营·营地;#
西藏拉孜-5000KM-上海人民广场;拉孜;#;2.7;#;地标观景;1条点评
扎日神山;隆子;#;2.7;#;登高爬山;6条点评
桑桑高原牧场风景区;昂仁;#;2.7;#;#;#
说拉山口;左贡;#;2.6;#;登高爬山;3条点评
察瓦龙自驾游营地;察隅;#;2.7;#;#;#
班戈圣象天门帐篷营地;班戈;#;2.7;#;#;#
直白村;林芝;#;2.7;#;欣赏南迦巴瓦雪峰的好地方;22条点评
拉萨河沼泽湿地;曲水;#;2.7;#;#;9条点评
玉麦自然人文景区;隆子;#;2.7;#;#;1条点评
平措林寺;拉孜;#;2.7;#;历史建筑;5条点评
青朴修行地;扎囊;#;2.7;#;#;#
东达山垭口;芒康;#;2.7;#;#;#
然乌湖国际自驾车营地;八宿;#;2.7;#;#;#
大疆无人机;拉萨 · 拉萨火车站/柳梧新区及附近地区;#;2.7;#;#;#
安久拉山;八宿;#;2.7;#;海拔四千多米,登高爬山;17条点评
释迦牟尼殿;拉萨 · 八廓街/大昭寺及附近地区;#;2.7;#;#;#
德仲温泉;墨竹工卡;#;2.7;#;#;#
扎贡沟风景区;林芝;#;2.7;#;拥有种类丰富的医用药材,登高爬山;10条点评
科迦寺;普兰;#;2.7;#;原始、古朴的古寺,历史建筑;15条点评
藏东南文化遗产博物馆;林芝 · 林芝市中心及附近地区;#;2.7;#;博物馆;#
福建园;林芝 · 林芝市中心及附近地区;#;2.7;#;园林花园;36条点评
进藏先遣连纪念馆;改则;#;2.7;#;#;1条点评
桑木自然民俗村;拉萨 · 堆龙德庆区政府及附近地区;#;2.7;#;一派乡村田园风光;7条点评
色林错;申扎;#;2.7;#;#;#
南迦巴瓦露营地;米林;#;2.7;#;遇见南迦巴瓦峰，心之所向,露营·营地;1条点评
林芝小橘子露营地;米林;#;2.7;#;观景帐篷,露营·营地;8条点评
人间仙境;林芝;#;2.7;#;#;1条点评
藏布巴东瀑布群;米林;#;2.7;#;自然山水;#
直贡噶举西方三怙主殿;拉萨 · 八廓街/大昭寺及附近地区;#;2.7;#;历史建筑;1条点评
岗村;波密;#;2.7;#;#;10条点评
宗角禄康公园-龙王庙;拉萨 · 布达拉宫/太阳岛及附近地区;#;2.7;#;历史建筑;2条点评
羊卓雍措雅布观景台;浪卡子;#;2.7;#;#;#
五彩沙漠;昂仁;#;2.7;#;沙漠戈壁;4条点评
年楚河;日喀则;#;2.7;#;自然山水;6条点评
扎那尕;昌都;#;2.7;#;#;#
夏鲁寺;日喀则;#;2.7;#;历史建筑;22条点评
贡嘎曲德寺;贡嘎;#;2.6;#;历史建筑;10条点评
达木寺;比如;#;2.6;#;历史建筑;#
拉木错;洛扎;#;2.6;#;#;#
独俊大峡谷;嘉黎;#;2.6;#;#;#
尼玛林寺;索县;#;2.6;#;#;3条点评
西藏圣地旅行社;拉萨 · 文成公主实景剧场及附近地区;#;2.6;#;#;#
达瓦错;措勤;#;2.6;#;自然山水;14条点评
马泉河湿地;仲巴;#;2.6;#;#;#
敏珠林寺;扎囊;#;2.6;#;历史建筑;22条点评
西藏美术馆;拉萨 · 哲蚌寺/金珠西路及附近地区;#;2.6;#;#;#
太昭古城;工布江达;#;2.6;#;古镇古村;16条点评
仓姑寺;拉萨 · 八廓街/大昭寺及附近地区;#;2.6;#;鲜花围绕的尼姑庵,历史建筑;123条点评
热振寺;林周;#;2.6;#;古柏树与溪水围绕的古刹,历史建筑;20条点评
象雄王国遗址;尼玛;#;2.6;#;#;#
喜德寺;拉萨 · 八廓街/大昭寺及附近地区;#;2.6;#;拉萨四大林之一,历史建筑;21条点评
嘎拉村;工布江达;#;2.6;#;游览野生桃花林;13条点评
拉萨市拉萨河水利风景区;拉萨 · 罗布林卡及附近地区;#;2.6;#;地标观景;19条点评
扎寺广场;日喀则;#;2.6;#;地标观景;13条点评
哲古措;措美;#;2.6;#;自然山水;10条点评
哲古景区;措美;#;2.6;#;纯净、优美的旅游好地方,草原采风;6条点评
鲁普岩寺;拉萨 · 布达拉宫/太阳岛及附近地区;#;2.6;#;主尊释迦摩尼及其弟子佛像,历史建筑;23条点评
东嘎寺;亚东;#;2.6;#;历史建筑;8条点评
札达县托林广场;札达;#;2.6;#;地标观景;3条点评
林芝福林街;林芝 · 林芝市中心及附近地区;#;2.6;#;城市漫步;6条点评
赛卡古托寺;洛扎;#;2.6;#;了解藏传佛教噶举派事迹,历史建筑;8条点评
樟木镇;聂拉木;#;2.6;#;地标观景;#
尼洋河观景台;林芝;#;2.6;#;#;#
星空藏药浴;拉萨 · 文成公主实景剧场及附近地区;#;2.6;#;#;#
喜格孜步行街;日喀则;#;2.6;#;城市漫步;4条点评
拉萨滨河公园;拉萨 · 罗布林卡及附近地区;#;2.6;#;自然山水;#
嘎朗村;波密;#;2.6;#;#;#
昂拉仁错;仲巴;#;2.6;#;自然山水;1条点评
琉璃桥;拉萨 · 布达拉宫/太阳岛及附近地区;#;2.6;#;拥有绿色琉璃瓦的古桥;28条点评
比喜宅;拉萨 · 布达拉宫/太阳岛及附近地区;#;2.6;#;历史建筑;5条点评
札达土林国家地质公园观景台;札达;#;2.6;#;#;#
巴松措星空户外泡泡帐篷营地;工布江达;#;2.6;#;#;#
多吉扎寺;贡嘎;#;2.6;#;藏传佛教知名寺院,历史建筑;44条点评
西藏金马演艺中心;拉萨 · 八廓街/大昭寺及附近地区;#;2.6;#;演出;#
古格风景名胜区;札达;#;2.6;#;#;#
业拉山九十九道拐;八宿;#;2.6;#;弯多坡陡、路险景美,登高爬山;40条点评
喜马拉雅山脉;定日;#;2.6;#;#;1条点评
好日子莲花广场;墨脱;#;2.6;#;地标观景;7条点评
吉祥瓦拉寺;江达;#;2.6;#;历史建筑;3条点评
雅鲁藏布江观景台;扎囊;#;2.6;#;地标观景;#
嘎玛贡桑;拉萨 · 八廓街/大昭寺及附近地区;#;2.5;#;地标观景;3条点评
拉萨墨多滑雪场;墨竹工卡;#;2.6;#;户外滑雪;#
文成公主文化旅游主题园;拉萨 · 文成公主实景剧场及附近地区;#;2.6;#;#;#
界山达坂;日土;#;2.5;#;登高爬山;27条点评
日崩尼寺;索县;#;2.6;#;历史建筑;3条点评
唐卡非遗文创体验馆;拉萨 · 八廓街/大昭寺及附近地区;#;2.6;#;#;#
佩枯错希峰观景台;聂拉木;#;2.5;#;#;#
竹卡大桥;芒康;#;2.5;#;地标观景;1条点评
达美拥雪山;芒康;#;2.5;#;登高爬山;5条点评
开热瀑布;吉隆;#;2.5;#;自然山水;2条点评
藏游坛城;拉萨 · 哲蚌寺/金珠西路及附近地区;#;2.5;#;#;#
山南市羊卓雍措羊湖观景台;贡嘎;#;2.5;#;#;#
桑珠孜宗堡;日喀则;#;2.5;#;#;#
旱地拔葱八号网红打卡点;拉萨 · 文成公主实景剧场及附近地区;#;2.5;#;#;#
甲应垭口;察隅;#;2.5;#;地标观景;2条点评
合掌石;当雄;#;2.5;#;自然山水;10条点评
拉普温泉;洛扎;#;2.5;#;泡温泉;#
易贡藏布;波密;#;2.5;#;#;1条点评
邦杰唐景点;工布江达;#;2.5;#;草原采风;8条点评
工布印象;林芝 · 林芝市中心及附近地区;#;2.5;#;#;#
林芝巴结巨柏自然保护区;林芝 · 林芝市中心及附近地区;#;2.5;#;自然山水;4条点评
老虎嘴瀑布;墨脱;#;2.5;#;自然山水;7条点评
尼木吞巴景区;尼木;#;2.5;#;#;18条点评
纳布错;林芝;#;2.5;#;#;#
烈士陵园;山南;#;#;#;#;#
布加冰川穹雄沟景区;索县;#;2.5;#;#;#
波罗吉荣大峡谷;江达;#;2.5;#;自然山水;6条点评
莽措湖自然风景区;芒康;#;2.5;#;自然山水;1条点评
巴嘎噶林;拉萨 · 布达拉宫/太阳岛及附近地区;#;2.5;#;历史建筑;23条点评
浪拉山;察雅;#;2.5;#;登高爬山;3条点评
帕巴寺;吉隆;#;2.5;#;历史建筑;10条点评
博秀·西藏唐卡艺术博物馆;拉萨 · 文成公主实景剧场及附近地区;#;2.5;#;#;#
帕里草原;亚东;#;2.5;#;品尝正宗的酥油茶,草原采风;13条点评
纳木错国家风景区;当雄;#;2.5;#;#;#
日土镇;日土;#;2.5;#;地标观景;2条点评
布达拉宫-殊胜三界殿;拉萨 · 布达拉宫/太阳岛及附近地区;#;2.5;#;位于红宫之巅,历史建筑;1条点评
介久错;洛扎;#;2.5;#;自然山水;1条点评
乃琼寺;拉萨 · 哲蚌寺/金珠西路及附近地区;#;2.5;#;欣赏色彩浓郁的壁画,历史建筑;30条点评
曲卓木乡千年沙棘林景区;错那;#;2.5;#;自然山水;6条点评
展琼冰川;日土;#;2.5;#;#;#
排龙温泉;林芝;#;2.5;#;#;1条点评
松赞干布纪念馆;墨竹工卡;#;2.4;#;#;18条点评
大渡卡遗址;米林;#;2.4;#;历史建筑;13条点评
娘热民俗风情园;拉萨;#;2.4;#;公园&植物园;22条点评
墨脱河;墨脱;#;2.4;#;#;#
冈底斯山;措勤;#;2.5;#;登高爬山;6条点评
达东村;拉萨;#;2.4;#;#;1条点评
错鄂;申扎;#;2.4;#;自然山水;3条点评
多东寺;波密;#;2.4;#;#;#
藏北草原;日土;#;2.4;#;#;#
盐井天主教堂;芒康;#;2.4;#;#;14条点评
波茂广场;波密;#;2.4;#;地标观景;2条点评
那木拉错;林芝;#;2.4;#;自然山水;3条点评
玛旁雍措星空露营地;普兰;#;2.4;#;湖光峰影余霞成绮星河璀璨,露营·营地;#
易贡国家地质公园;波密;#;2.4;#;登高爬山;16条点评
拉加里王宫;曲松;#;2.4;#;历史建筑;16条点评
金顶群;拉萨 · 布达拉宫/太阳岛及附近地区;#;2.4;#;世界建筑中的奇观;#
藏戏艺术中心;拉萨 · 罗布林卡及附近地区;#;2.4;#;演出;1条点评
噶举寺;亚东;#;2.4;#;历史建筑;5条点评
金顶;拉萨 · 八廓街/大昭寺及附近地区;#;2.4;#;#;#
羌塘湖泊湿地;日土;#;2.4;#;自然山水;2条点评
大经幡广场避雨亭;普兰;#;2.4;#;#;#
达蒙骷髅墙天葬院;比如;#;2.4;#;#;#
西藏阿里大地之树;改则;#;2.4;#;#;#
下密寺;拉萨 · 八廓街/大昭寺及附近地区;#;2.4;#;可以看到僧人诵经的画面,历史建筑;18条点评
亚东县巴夏瀑布;亚东;#;2.4;#;#;#
白宫平台;拉萨 · 布达拉宫/太阳岛及附近地区;#;2.4;#;绘有精美壁画,历史建筑;7条点评
白塔;拉萨;#;2.4;#;#;#
塔恰拉姆景区;那曲;#;2.4;#;#;#
维色寺广场;芒康;#;2.4;#;历史建筑;2条点评
多琼扎不涨;当雄;#;2.4;#;登高爬山;1条点评
德庆颇章神山;类乌齐;#;2.4;#;登高爬山;6条点评
冲康;朗县;#;2.4;#;公园&植物园;6条点评
西藏昌都市八宿县然乌湖免费露营地(趣汇友自驾游停车点);八宿;#;2.4;#;#;#
林海;林芝 · 林芝市中心及附近地区;#;2.4;#;#;#
加隆瀑布;墨脱;#;2.4;#;#;#
易贡错;波密;#;2.4;#;自然山水;7条点评
狮林寺;林周;#;2.4;#;历史建筑;1条点评
热拉札塘;噶尔;#;2.4;#;历史建筑;1条点评
邦达广场;八宿;#;2.4;#;#;#
曲孜卡温泉;芒康;#;2.4;#;#;#
昌都市革命历史博物馆;昌都;#;2.4;#;博物馆;#
亲水叠瀑;墨脱;#;2.4;#;#;#
布裙湖;墨脱;#;2.3;#;自然山水;7条点评
上察隅镇;察隅;#;2.4;#;地标观景;6条点评
亚热;噶尔;#;2.4;#;#;#
皮央和东嘎遗址;札达;#;2.4;#;历史建筑;#
岗嘎土山景观台;定日;#;2.4;#;#;#
哲古草原;措美;#;2.4;#;草原采风;#
班公湖-观景台;日土;#;2.4;#;#;#
雅隆嘎布;萨嘎;#;2.4;#;#;#
松宗镇;波密;#;2.3;#;地标观景;3条点评
帕龙藏布;波密;#;2.4;#;#;#
丙察察;察隅;#;2.4;#;#;#
塔若错;仲巴;#;2.4;#;自然山水;2条点评
格桑德吉颇章;拉萨 · 罗布林卡及附近地区;#;2.3;#;#;3条点评
雪巴沟景区;江达;#;2.4;#;#;#
鲁朗骑马场射箭场;林芝;#;2.3;#;#;#
象泉河;噶尔;#;2.3;#;自然山水;19条点评
扎村;吉隆;#;2.3;#;#;#
色季拉景区;工布江达;#;2.3;#;登高爬山;2条点评
拉萨之眼;拉萨 · 色拉寺及附近地区;#;2.3;#;#;#
林芝桃花园;林芝;#;2.3;#;公园&植物园;#
年楚河自然观光游览区;日喀则;#;2.3;#;自然山水;12条点评
加拉白垒峰;林芝;#;2.4;#;登高爬山;8条点评
阿热湿地帐篷营地;当雄;#;2.3;#;露营·营地;#
米林桃源风景区;林芝 · 林芝米林机场及附近地区;#;2.3;#;#;#
雅尼玻璃观景台;林芝;#;2.3;#;#;#
尼屋藏布;嘉黎;#;2.3;#;#;#
罗布拉康寺;改则;#;2.3;#;历史建筑;9条点评
鲁朗镇;林芝 · 鲁朗及附近地区;#;2.3;#;#;#
尼姑寺;林周;#;2.3;#;历史建筑;#
吉本岗艺术中心;拉萨 · 八廓街/大昭寺及附近地区;#;2.3;#;场馆展馆;#
哲封寺;拉萨 · 哲蚌寺/金珠西路及附近地区;#;2.3;#;#;#
西林观景台;定结;#;2.3;#;#;#
亚洲湾水汇;拉萨 · 拉萨火车站/柳梧新区及附近地区;#;2.3;#;#;#
多雄拉雪山;米林;#;2.3;#;登高爬山;25条点评
朱古寺;昌都;#;2.3;#;历史建筑;#
刚坚唐卡绘画艺术中心;日喀则;#;2.3;#;场馆展馆;6条点评
麦地卡湿地国家级自然保护区;嘉黎;#;2.3;#;#;#
神秘树林;林周;#;2.3;#;自然山水;#
班公措景点区;日土;#;2.3;#;#;#
后藏民俗风情园(喜格孜步行街);日喀则;#;2.3;#;历史建筑;17条点评
隔邻热气球露营地;拉萨;#;2.3;#;拉萨河畔的露营地,露营·营地;1条点评
定结县十万个沙丘;定结;#;2.3;#;#;#
空母错;浪卡子;#;2.3;#;自然山水;2条点评
古乡镇;波密;#;2.3;#;地标观景;8条点评
色拉寺密宗僧院;拉萨 · 色拉寺及附近地区;#;2.3;#;历史建筑;#
宗山遗址;日喀则;#;2.3;#;#;#
洛卓窝隆寺;洛扎;#;2.3;#;历史建筑;6条点评
藏隆广场;日喀则;#;2.3;#;#;#
洗澡堂;普兰;#;2.2;#;#;#
龙王潭;拉萨 · 布达拉宫/太阳岛及附近地区;#;2.3;#;#;1条点评
田妥寺;左贡;#;2.2;#;历史建筑;#
桑木村;拉萨;#;2.2;#;#;6条点评
德姆拉山口;察隅;#;2.2;#;登高爬山;4条点评
羊湖旅拍星空营地;浪卡子;#;2.2;#;#;#
山南扎央宗溶洞;扎囊;#;2.2;#;#;#
布久朵当村桃花园;林芝;#;2.2;#;公园&植物园;#
工布原乡景区;林芝;#;2.2;#;避暑纳凉;1条点评
珠穆朗玛关帝庙;定日;#;2.2;#;#;#
锡钦温泉度假村;拉孜;#;2.2;#;度假村;1条点评
樟木318国道;聂拉木;#;2.2;#;城市漫步;21条点评
策门林寺;拉萨 · 八廓街/大昭寺及附近地区;#;2.2;#;隐于藏民大院的寺院,历史建筑;18条点评
斯米拉山景区;江孜;#;2.2;#;购买精美的石头挂件,登高爬山;6条点评
曲普水热爆炸奇观;普兰;#;2.2;#;自然山水;4条点评
格桑林卡;拉萨;#;1.3;#;#;#
雪监狱;拉萨 · 布达拉宫/太阳岛及附近地区;#;2.2;#;#;#
巴木措观景台;班戈;#;2.2;#;#;#
然乌湖免费观景台;八宿;#;2.2;#;#;#
甘丹颇章;拉萨 · 哲蚌寺/金珠西路及附近地区;#;2.2;#;历史建筑;10条点评
鸦不结果;林芝;#;2.2;#;#;#
玉松村;林芝;#;2.2;#;欣赏优美的田园风光;5条点评
民俗文化村;工布江达;#;2.2;#;#;#
松赞干布出生地;墨竹工卡;#;2.2;#;历史建筑;1条点评
桑顶寺;浪卡子;#;2.2;#;历史建筑;11条点评
巴嘎村;当雄;#;2.2;#;#;1条点评
日土宗遗址;日土;#;2.2;#;#;#
波密露营地;波密;#;2.2;#;#;#
堆龙水亿方汤泉;拉萨 · 堆龙德庆区政府及附近地区;#;2.2;#;#;1条点评
工布儿童公园;林芝 · 林芝市中心及附近地区;#;2.2;#;儿童乐园;#
西藏藏医药文化博览中心;拉萨 · 哲蚌寺/金珠西路及附近地区;#;2.2;#;场馆展馆;17条点评
雪山星空营地;当雄;#;2.2;#;#;#
列山古墓群;朗县;#;2.2;#;历史建筑;5条点评
曲觉拉康;林芝;#;2.2;#;#;1条点评
藏王洞;波密;#;2.2;#;#;#
北京人在波密民居;波密;#;2.2;#;#;#
雪达村;定日;#;2.2;#;#;#
布达拉宫-东大殿;拉萨 · 布达拉宫/太阳岛及附近地区;#;2.2;#;历史建筑;2条点评
扎西岗民俗村;林芝 · 鲁朗及附近地区;#;2.2;#;#;#
至尊宗喀巴大师殿;拉萨 · 八廓街/大昭寺及附近地区;#;2.2;#;#;#
珠穆朗玛峰公园纪念碑;定日;#;2.2;#;#;#
三座雪山观景台;林芝;#;2.2;#;#;#
阿里塔尔钦国际旅游特色小城镇;普兰;#;2.2;#;#;#
盛世台球俱乐部;拉萨 · 拉萨火车站/柳梧新区及附近地区;#;2.2;#;#;#
巴郎却康;桑日;#;2.2;#;历史建筑;5条点评
达扎路恭纪功碑;拉萨 · 布达拉宫/太阳岛及附近地区;#;2.2;#;吐蕃奴隶制社会重要文物;54条点评
经幡广场;普兰;#;2.2;#;#;#
普兰县楚果寺;普兰;#;2.2;#;历史建筑;5条点评
卓玛温泉度假村;察雅;#;2.2;#;#;#
西藏体育馆;拉萨 · 色拉寺及附近地区;#;2.2;#;场馆展馆;13条点评
千年水磨石景区;察隅;#;2.2;#;#;#
西藏察隅慈巴沟国家级自然保护区;察隅;#;2.2;#;观赏种类丰富的药材,自然山水;23条点评
加加藏布;萨嘎;#;2.1;#;#;#
木如寺印经院;拉萨 · 八廓街/大昭寺及附近地区;#;2.1;#;藏传佛教格鲁派寺院,历史建筑;40条点评
推瓦寺;浪卡子;#;2.1;#;#;#
甲玛王宫;墨竹工卡;#;2.1;#;风光秀丽的古老城堡,历史建筑;32条点评
波堆桃花谷桃花世界;波密;#;2.1;#;#;#
日喀则上海科技馆;日喀则;#;2.1;#;#;#
措钦大殿;日喀则;#;2.1;#;历史建筑;11条点评
318露营地;林芝 · 林芝市中心及附近地区;#;2.1;#;#;#
古如江寺;噶尔;#;2.1;#;历史建筑;#
曲登尼玛寺;岗巴;#;2.1;#;历史建筑;9条点评
两江汇流处;林芝;#;2.1;#;#;#
象雄美朵景区;拉萨;#;2.1;#;#;#
玉许乡;波密;#;2.1;#;#;1条点评
米堆村;波密;#;2.1;#;自然山水;24条点评
真巴村;林芝;#;2.1;#;#;10条点评
扎西曲登寺;山南;#;2.1;#;#;#
满拉水库观景区;江孜;#;2.1;#;#;#
滨江草原森林公园;林芝 · 林芝市中心及附近地区;#;2.1;#;#;#
吉普村;拉孜;#;2.2;#;自然山水;5条点评
仁龙巴冰川-露营地;八宿;#;2.1;#;#;#
月亮湾三圣石;班戈;#;2.2;#;#;#
卓玛朗错;洛隆;#;2.1;#;#;#
西藏自治区会展中心;拉萨 · 万达广场及附近地区;#;2.1;#;#;#
八堆村;洛隆;#;2.1;#;#;#
唐古拉山;安多;#;2.1;#;#;#
丹萨梯寺;桑日;#;2.1;#;历史建筑;1条点评
帕崩岗;拉萨 · 八廓街/大昭寺及附近地区;#;2.1;#;历史建筑;#
扎西多寺;当雄;#;2.1;#;历史建筑;#
嘎达村;索县;#;2.1;#;#;#
美玉草原风景区;左贡;#;2.1;#;#;#
西藏藏医药博物馆;拉萨;#;2.1;#;#;#
错高湖;工布江达;#;2.1;#;#;#
小恩达遗址;昌都;#;2.1;#;历史建筑;3条点评
当雄县当吉仁赛马场;当雄;#;2.1;#;#;1条点评
琼科寺;索县;#;2.1;#;#;1条点评
扎塘寺;扎囊;#;2.1;#;历史建筑;6条点评
多玛曲;日土;#;2.1;#;#;#
打加错;措勤;#;2.1;#;#;#
西藏广播电视台(林廓西路);拉萨 · 布达拉宫/太阳岛及附近地区;#;2.1;#;离布达拉宫很近，有民族特色,地标观景;19条点评
拉萨河大桥;曲水;#;2.1;#;地标观景;16条点评
姆蓝雪山生态景区;当雄;#;2.1;#;登高爬山;2条点评
可可西里山;改则;#;2.1;#;#;#
尼木国家森林公园;尼木;#;2.1;#;#;#
巴松措-漂流;工布江达;#;2.1;#;#;#
米拉日巴修行洞;聂拉木;#;2.1;#;自然山水;#
秀色才纳·雪域花谷;曲水;#;1.9;#;水上乐园&水世界;#
大唐天竺使出铭;吉隆;#;2.0;#;历史建筑;4条点评
康庆拉山口;比如;#;2.0;#;登高爬山;#
金卡寺;丁青;#;2.0;#;#;#
类乌齐寺;类乌齐;#;2.1;#;#;#
向康大殿;察雅;#;2.0;#;历史建筑;1条点评
嘎东寺;白朗;#;2.0;#;历史建筑;5条点评
泉水湖;日土;#;2.0;#;#;#
巴卡村;波密;#;2.0;#;#;8条点评
西藏山野营地;拉萨 · 文成公主实景剧场及附近地区;#;2.0;#;露营·营地;#
米琼日寺;拉萨;#;2.0;#;历史建筑;6条点评
萨迦寺颇章萨巴;拉萨 · 八廓街/大昭寺及附近地区;#;2.0;#;历史建筑;1条点评
哲蚌寺-观景台;拉萨 · 哲蚌寺/金珠西路及附近地区;#;2.0;#;#;#
介观艺术中心;拉萨 · 仙足岛及附近地区;#;2.0;#;场馆展馆;#
狮泉河烈士陵园;噶尔;#;2.0;#;#;#
觉囊寺;拉孜;#;2.0;#;历史建筑;6条点评
帕羊湿地栈道景区;仲巴;#;2.0;#;#;#
东坝民居;左贡;#;2.0;#;#;#
林芝市散客中心;林芝 · 林芝市中心及附近地区;#;2.0;#;#;#
拉孜文化广场;拉孜;#;2.0;#;#;1条点评
过拉卡日;洛扎;#;2.0;#;登高爬山;1条点评
湘河铁索桥;南木林;#;2.0;#;历史建筑;2条点评
雪巴沟风景区;江达;#;2.0;#;#;#
桑丹康桑;那曲;#;2.0;#;登高爬山;11条点评
金草滩;安多;#;2.0;#;#;#
夯错湿地暗夜星空景区;那曲;#;2.0;#;#;#
措钦大殿;拉萨 · 哲蚌寺/金珠西路及附近地区;#;2.0;#;历史建筑;13条点评
西藏林芝华侨城汽车营地(趣汇友自驾游营地);林芝;#;2.0;#;#;#
定日珠峰乔穆帐篷营地;定日;#;2.0;#;#;#
巴尔曲德寺;朗县;#;2.0;#;历史建筑;11条点评
次巴拉康寺;拉萨 · 八廓街/大昭寺及附近地区;#;2.0;#;成排的酥油灯很壮观,历史建筑;21条点评
