景点名称;地点;景点级别;热度;口碑;标签;评论
海上自行车道;厦门 · 集美学村/杏林湾/园博苑;#;5.0;#;夜游观景;2条点评
《印象·妈祖》演出;莆田 · 湄洲岛·国家旅游度假区;#;5.0;#;天下妈祖，祖在湄洲,演出;27条点评
河坑土楼群;南靖 · 塔下土楼景区;#;5.0;#;土楼呈现出北斗七星阵奇观,历史建筑;84条点评
柘荣鸳鸯草场;福鼎;4A;5.0;福鼎玩水避暑榜 No.3;遛娃宝藏地;140条点评
国际刻字艺术馆;厦门 · 鼓浪屿地区;#;5.0;#;陈列诸多高水平的刻字作品,遛娃宝藏地;211条点评
彩虹沙滩;厦门 · 环东海域度假区;#;5.0;厦门玩水避暑榜 No.10;沙滩细软有很多海贝类生物,海滨玩水;35条点评
东西塔;泉州 · 西街/开元寺;#;5.0;#;典型石构建筑风格,历史建筑;203条点评
北部生态长廊;平潭 · 北部生态廊道;#;4.9;#;海滨沙滩;15条点评
苏峰山;东山 · 苏峰山环岛路/冬古渔村;#;4.9;#;峻峭宏伟，崖壁陡立,登高爬山;18条点评
马銮湾;东山 · 金銮湾/马銮湾;4A;4.9;#;呈现月牙形,海滨玩水;264条点评
龙岩森林水乡景区;龙岩;#;4.9;龙岩玩水避暑榜 No.2;漂流河道被原始森林覆盖,清凉漂流;208条点评
椰风寨;厦门 · 环岛路/黄厝海滨浴场/会展中心;#;4.9;#;椰树林立的海边沙滩,海滨玩水;286条点评
武夷宫;武夷山 · 武夷山风景区;#;4.9;#;前临溪流、背倚秀峰,历史建筑;176条点评
石竹山风景区;福清;4A;4.9;#;秀丽山水中欣赏道教文化,登高爬山;585条点评
宁德 · “超音星光”巨星演唱会;宁德 · 万达广场;#;5.1;#;演唱会;#
华夏演艺《闽南传奇》秀;厦门 · 厦门北站地区;#;4.9;#;视频与山水实景虚实结合,演出;175条点评
源脉温泉园;福州 · 西湖公园附近;#;4.9;福州温泉景点榜 No.4;闽式建筑特色的温泉园区,遛娃宝藏地;625条点评
老君岩;泉州 · 西湖公园/清源山;#;4.9;#;中国较大的道教石雕,地标观景;83条点评
中山公园;厦门 · 中山路地区;#;4.9;厦门近期热门景点榜 No.9;纪念孙中山而命名的公园,避暑纳凉;399条点评
承天禅寺;泉州 · 西街/开元寺;#;4.9;#;闹市中难得的清净之所,历史建筑;187条点评
西沙湾;惠安;#;4.9;惠安玩水避暑榜 No.4;优质沙滩与民俗风情并存,海滨玩水;177条点评
湄洲岛妈祖影视城;莆田 · 湄洲岛·国家旅游度假区;#;4.9;#;电视剧《妈祖》的拍摄基地,避暑纳凉;74条点评
集美鳌园景区;厦门 · 集美学村/杏林湾/园博苑;4A;4.9;#;石雕博物馆,海滩&岛屿;150条点评
小黄楼;福州 · 三坊七巷;#;4.9;#;了解黄璞生平,园林花园;34条点评
土楼之光文化园;南靖 · 云水谣景区;#;4.9;#;博物馆;17条点评
石岩植物园;漳州;#;4.9;#;植物园;23条点评
鼓浪屿元宇宙沉浸艺术馆;厦门 · 鼓浪屿地区;#;4.8;#;展示众多名人塑像,特色展馆;772条点评
风车岛;惠安;#;4.8;惠安玩水避暑榜 No.3;三面环海，岛上有白色风车,海滨玩水;19条点评
南后街;福州 · 三坊七巷;#;4.8;#;传统与现代结合的文化街,城市漫步;507条点评
秦潮觉醒沉浸式探索体验;厦门 · SM城市广场地区;#;4.8;#;特色展馆;18条点评
金汤湾海水温泉公园;云霄;4A;4.8;漳州温泉景点榜 No.2;古罗马式建筑风格,度假村;414条点评
霞浦赶海;霞浦·宁德;#;4.8;#;适合赶海的好去处;#
泰宁古城景区;泰宁 · 县城;#;4.8;#;观赏明清时期的古建筑,古镇古村;111条点评
屿见·海上会客厅;厦门 · 中山路地区;#;4.8;#;夜游观景;13条点评
望潮帆船海上乐园;厦门 · 五缘湾地区;#;4.8;厦门玩水避暑榜 No.12;海滨玩水;18条点评
天子温泉;龙岩;4A;4.8;福建温泉景点榜 No.8;娱乐设施丰富,遛娃宝藏地;390条点评
平潭看蓝眼泪;平潭·福州;#;4.8;福州特色体验榜 No.2;#;#
霞浦海钓;霞浦·宁德;#;4.8;#;海上垂钓者的天堂;#
福建赏油菜花;福州·福建;#;4.8;#;#;#
培田古民居;连城;4A;4.8;#;古镇古村;474条点评
夜游汀江;长汀;#;4.8;#;夜游观景;74条点评
佰翔圆山花泉(温泉);漳州;#;4.8;漳州温泉景点榜 No.3;听天籁之音、悟养生之道,遛娃宝藏地;94条点评
故宫鼓浪屿外国文物馆;厦门 · 鼓浪屿地区;#;4.8;#;文化交流产物结晶,博物馆;72条点评
厦门国际游艇汇;厦门 · 五缘湾地区;#;4.8;#;坐拥五缘湾优质天然良港,遛娃宝藏地;84条点评
五缘湾游艇服务中心;厦门 · 五缘湾地区;#;4.8;#;游艇帆船;12条点评
武夷梦华录;南平;#;4.8;#;城市漫步;34条点评
涌泉寺;福州 · 鼓山风景区及周边;#;4.8;#;闽刹之冠,历史建筑;134条点评
泉州中山街;泉州 · 西街/开元寺;#;4.7;#;上世纪初起步的骑楼式建筑,城市漫步;210条点评
永鸿野生动物世界;福清;#;4.7;#;引进近百种上千只珍稀野生动物,亲近动物;383条点评
花竹村;霞浦 · 三沙/东壁/小皓;#;4.7;#;欣赏大海和壮美的日出景观,自然山水;46条点评
清水宫;厦门 · 高崎机场地区;#;4.7;#;历史建筑;12条点评
泉州石狮·海洋世界;石狮;#;4.7;#;以环太平洋生态之旅为主题,亲近动物;76条点评
九龙谷景区;莆田;4A;4.7;#;莆田”后花园“,清凉漂流;663条点评
泉州非遗体验;晋江·泉州;#;4.7;泉州特色体验榜 No.3;#;#
达明美食街;福州 · 三坊七巷;#;4.7;#;品尝福州特色小吃,城市漫步;31条点评
龙岩武平百家大院;武平;#;4.7;#;博物馆&展馆;265条点评
海上看金门（鹭江码头）;厦门 · 中山路地区;#;4.7;#;乘船游览;4条点评
湄屿潮音;莆田 · 湄洲岛·国家旅游度假区;#;4.7;#;在潮汐作用下如钟鼓齐鸣,自然山水;29条点评
兴化府历史文化街区;莆田 · 兴化府历史文化街区/市政府;#;4.7;#;城市漫步;3条点评
武夷山华东第一漂;武夷山;#;4.7;#;观赏两岸的悬崖峭壁,清凉漂流;155条点评
厦门 · 旅行团乐队20周年特别呈现《下一站》2025巡回演唱会;厦门;#;4.8;#;演唱会;#
贝壳梦幻世界;厦门 · 鼓浪屿地区;#;4.7;#;以贝壳为主题的冒险乐园,展馆展览;1181条点评
古田旅游区;上杭;5A;4.7;#;#;72条点评
戏鲤茶楼;泉州 · 西街/开元寺;#;4.7;#;#;8条点评
沙江S湾;霞浦;#;4.7;#;感受水墨韵律的港湾美景;39条点评
环岛路海滩;厦门 · 厦门大学地区;#;4.7;#;旅游观光风景带,海滨玩水;31条点评
福建体验非遗年味;泉州·福建;#;4.7;#;#;#
演武大桥;厦门 · 厦门大学地区;#;4.7;#;隔海可观郑成功塑像,地标观景;128条点评
演武大桥观景平台;厦门 · 厦门大学地区;#;4.7;#;厦门小众拍照圣地之一,地标观景;61条点评
鼓浪屿看日落;厦门·福建;#;4.7;厦门特色体验榜 No.4;#;#
小皓海滩;霞浦 · 三沙/东壁/小皓;#;4.7;霞浦玩水避暑榜 No.4;摄影爱好者的天堂,海滨玩水;49条点评
黄金沙滩;莆田 · 湄洲岛·国家旅游度假区;#;4.6;#;沙滩呈波浪状,海滨玩水;57条点评
平潭将军山·岚起山海图;平潭 · 坛南湾/将军山;#;4.6;#;纪念碑之巅尽览山海壮美,演出;102条点评
金銮湾沙滩;东山 · 金銮湾/马銮湾;#;4.6;#;沙子细小而柔软,海滨玩水;23条点评
安贞堡;永安;4A;4.6;#;历史建筑;69条点评
一线天景区;武夷山 · 武夷山风景区;#;4.6;#;裂隙处赏天光一线奇景,自然山水;374条点评
闽粤第一城;诏安;#;4.6;#;占地3万多亩,夜游观景;35条点评
五老峰;厦门 · 厦门大学地区;#;4.6;#;站在山顶可鸟瞰厦门大学,登高爬山;259条点评
嘉庚公园;厦门 · 集美学村/杏林湾/园博苑;#;4.6;厦门玩水避暑榜 No.13;亭台楼阁错落有致,避暑纳凉;537条点评
龙硿洞;漳平;4A;4.6;漳平玩水避暑榜 No.1;在地下暗河中欣赏钟乳石景,避暑纳凉;421条点评
苏廷玉故居;泉州 · 西街/开元寺;#;4.6;#;#;27条点评
橘若·崇武古渡码头景区;惠安;#;4.6;#;#;5条点评
十里蓝山;漳州;4A;4.6;#;欣赏自然的田园风情,避暑纳凉;629条点评
山重村;漳州;#;4.6;#;春季果园花开似海,自然山水;5条点评
塔下村;南靖 · 塔下土楼景区;#;4.6;#;美丽宁静的客家村落,夜游观景;144条点评
观音山沙滩;厦门 · 环岛路/黄厝海滨浴场/会展中心;#;4.6;厦门玩水避暑榜 No.11;夏日游乐的好场所,海滨玩水;25条点评
三坊七巷-冰心故居;福州 · 三坊七巷;#;4.6;#;林徽因等名人故居,历史建筑;#
北礵岛;霞浦;#;4.6;#;岛屿漫步;2条点评
厦门国际会展中心;厦门 · 环岛路/黄厝海滨浴场/会展中心;#;4.5;#;望金门观大海,展馆展览;198条点评
大京沙滩;霞浦;#;4.5;#;沙滩长3000米,海滨玩水;63条点评
古韵汀州;长汀;4A;4.6;#;#;16条点评
鹅尾神石园;莆田 · 湄洲岛·国家旅游度假区;#;4.5;#;岩石如同斧劈般整齐,海滨玩水;66条点评
漳州市博物馆;漳州;#;4.5;#;博物馆;9条点评
连江赶海;连江·福州;#;4.5;#;#;#
福州欧乐堡水上乐园;永泰;#;4.5;#;感受速度与激情,遛娃宝藏地;116条点评
厦门第一码头;厦门 · 中山路地区;#;4.5;#;现有2条航线,地标观景;51条点评
番婆楼;厦门 · 鼓浪屿地区;#;4.5;#;融合洛可可风格的特色建筑,历史建筑;112条点评
象鼻湾;平潭;#;4.5;#;沙滩像象鼻一样蜿蜒入海,海滨玩水;36条点评
厦门大学-芙蓉湖;厦门 · 厦门大学地区;#;4.5;#;百年柳树下赏黑天鹅,自然山水;433条点评
苏峰山环岛公路;东山 · 苏峰山环岛路/冬古渔村;#;4.5;#;赏奇峰异洞，山海相应之景,城市漫步;18条点评
厦门赏三角梅;厦门·福建;#;4.5;#;#;#
安溪清水岩;安溪;4A;4.5;#;历史悠久的层叠庙宇,历史建筑;191条点评
福州市博物馆;福州 · 东二环泰禾广场/金融街万达;#;4.5;#;了解福州辉煌的历史,博物馆;99条点评
西湖公园;泉州 · 西湖公园/清源山;#;4.5;泉州玩水避暑榜 No.8;游览古朴典雅的刺桐阁,遛娃宝藏地;157条点评
清境桃源;南安;#;4.6;#;瀑布、花海等玩乐种类丰富,度假村;191条点评
埭美古村;漳州;#;4.5;#;四面绕水，古厝群保存完好,避暑纳凉;68条点评
玩月坡假日海岸;厦门 · 环岛路/黄厝海滨浴场/会展中心;#;4.5;#;赏日出吃烧烤,海滨玩水;46条点评
大姆山草场;福清;#;4.5;#;天然高山草场,草原采风;31条点评
严复故居;福州 · 三坊七巷;#;4.5;#;参观故居了解严复一生,历史建筑;59条点评
厦门闽南文化体验;厦门·福建;#;4.5;厦门特色体验榜 No.5;#;#
武夷蛇博园;武夷山 · 三姑度假区;#;4.6;#;遛娃宝藏地;130条点评
福州赶海;福州·福建;#;4.5;福州特色体验榜 No.3;#;#
闽江;福州 · 福州南站/马尾自贸区;#;4.5;福州玩水避暑榜 No.9;观两岸优美风光,避暑纳凉;328条点评
天子生态旅游区;龙岩;#;4.5;#;#;#
福州 · 2025罗大佑春龙交响夜音乐会;福州;#;4.5;#;演唱会;#
鼓浪屿管风琴艺术中心;厦门 · 鼓浪屿地区;#;4.5;#;博物馆&展馆;27条点评
南山广化寺;莆田 · 城厢万达/南山广华寺;#;4.5;#;欣赏精美的浮雕佛像,历史建筑;105条点评
武夷山风景名胜区-白云禅寺;武夷山 · 武夷山风景区;#;4.5;#;历史建筑;8条点评
梁野山;武平;4A;4.5;武平玩水避暑榜 No.1;天然原始森林群落之一,避暑纳凉;451条点评
毓园;厦门 · 鼓浪屿地区;#;4.5;#;为纪念林大夫而建的园林,园林花园;216条点评
白鹭洲公园;厦门 · 白鹭洲/东渡客运码头;#;4.4;厦门近期热门景点榜 No.8;环境很好的免费公园,避暑纳凉;519条点评
海坛镇总兵署;平潭 · 海坛古城;#;4.4;#;了解海防文化和历史,博物馆;34条点评
龙舟池;厦门 · 集美学村/杏林湾/园博苑;#;4.4;#;池畔建有闽南特色的亭子,避暑纳凉;149条点评
洪坑土楼民俗文化村;龙岩 · 永定土楼;#;4.4;#;参观永定土楼的精华,古镇古村;349条点评
云洞岩;漳州;4A;4.4;#;探索幽深洞壑,登高爬山;261条点评
厦门海上世界·雪亦世界;厦门 · 白鹭洲/东渡客运码头;#;4.4;#;冰雪乐园;19条点评
中国唱片博物馆;厦门 · 鼓浪屿地区;#;4.4;#;综合性唱片主题博物馆,博物馆;95条点评
九仙山风景区;德化;4A;4.4;德化玩水避暑榜 No.2;攀登刺激冒险的天梯,避暑纳凉;420条点评
触角沙滩;晋江;#;4.4;#;海滨玩水;4条点评
印象大红袍剧场;武夷山 · 三姑度假区;#;4.4;#;演出;1条点评
台山列岛;福鼎;#;4.4;#;独特景观，十二生肖景观令人惊叹,海滨玩水;4条点评
福安白云山;福安;4A;4.4;福安玩水避暑榜 No.1;闽东两大高峰之一,避暑纳凉;334条点评
镇海角;漳州 · 镇海角;#;4.4;#;《一路繁花相送》取景地,海滨玩水;74条点评
香山国际游艇码头;厦门 · 环岛路/黄厝海滨浴场/会展中心;#;4.4;厦门玩水避暑榜 No.14;海滨玩水;23条点评
榕枫公园;霞浦;#;4.4;#;避暑纳凉;14条点评
显应宫;福州 · 福州长乐国际机场;#;4.4;#;历史建筑;126条点评
武夷山岩骨花香慢游道;武夷山 · 武夷山风景区;#;4.4;#;徒步;21条点评
闽江源生态旅游区（金铙山风景区）;建宁;4A;4.4;建宁玩水避暑榜 No.1;坐索道俯瞰四下景色,登高爬山;388条点评
福州三条簪非遗体验;福州·福建;#;4.4;福州特色体验榜 No.4;#;#
漳州云顶温泉SPA主题公园;云霄;#;4.4;漳州温泉景点榜 No.4;享受各种不同的泡汤乐趣,遛娃宝藏地;157条点评
十二洞天;厦门 · 鼓浪屿地区;#;4.4;#;人造连环洞，曲折迷离,自然山水;56条点评
东山岛冰雪乐园;东山 · 金銮湾/马銮湾;#;4.4;#;遛娃宝藏地;132条点评
金鱼巷;泉州 · 西街/开元寺;#;4.4;#;城市漫步;8条点评
泉州佛教文化体验;泉州·福建;#;4.3;泉州特色体验榜 No.4;#;#
港仔后沙滩;厦门;#;4.3;#;视野开阔、风景优美,海滨玩水;52条点评
厦门奥林匹克体育中心;厦门;#;4.3;#;#;1条点评
环游鼓浪屿;厦门 · 中山路地区;#;4.3;#;乘船游览;87条点评
福州 · 肆笑喜剧 | 每周开放麦;福州 · 三坊七巷;#;4.3;#;演出;#
芙蓉隧道;厦门 · 厦门大学地区;#;4.3;#;国内较长的涂鸦隧道;592条点评
丁屋岭;长汀;#;4.3;长汀玩水避暑榜 No.1;山高林密，保有原始村落,避暑纳凉;29条点评
虎啸岩;武夷山 · 武夷山风景区;#;4.3;#;览武夷十六峰全貌,登高爬山;355条点评
月海湾蓝眼泪沙滩;平潭 · 坛南湾/将军山;#;4.3;#;海滨玩水;6条点评
泉洲海洋公园;南安;#;4.3;#;主题乐园&游乐场;11条点评
四坪村;屏南;#;4.3;#;古村风貌，叠石流水、错落老宅,公园&植物园;6条点评
十七孔;福州;#;4.3;#;海滨玩水;6条点评
郑成功纪念馆;厦门 · 鼓浪屿地区;#;4.3;#;了解郑成功生平,博物馆&展馆;371条点评
厦门 · 王啸坤「无眠之辈」巡演—厦门站;厦门 · 集美学村/杏林湾/园博苑;#;4.3;#;演唱会;#
三都澳斗姆岛景区;宁德;#;4.3;#;岛上奇石遍布,遛娃宝藏地;161条点评
顶澳仔猫街;厦门 · 厦门大学地区;#;4.3;#;参观趣味十足的猫咪博物馆,城市漫步;114条点评
泉州泉山路提线木偶表演;泉州 · 西湖公园/清源山;#;4.3;#;#;11条点评
振成楼;龙岩 · 永定土楼;#;4.3;#;中西合璧的八卦楼布局,历史建筑;88条点评
南澳海滩;福州 · 福州长乐国际机场;#;4.3;福州玩水避暑榜 No.10;观海吃海鲜,海滨玩水;57条点评
美季温泉;厦门 · 集美学村/杏林湾/园博苑;#;4.3;厦门温泉景点榜 No.2;遛娃宝藏地;36条点评
三都澳旅游景区;福安;#;4.3;#;海滨玩水;9条点评
大安源;武夷山;4A;4.3;武夷山玩水避暑榜 No.3;天然的森林氧吧,清凉漂流;98条点评
观音山;厦门 · 环岛路/黄厝海滨浴场/会展中心;#;4.3;#;参观观音山沙雕文化公园,海滨玩水;44条点评
猫头墘;平潭;#;4.3;#;海滨玩水;6条点评
平潭北部生态廊道;平潭 · 北部生态廊道;#;4.3;#;#;2条点评
厦金湾赶海场;厦门 · 环岛路/黄厝海滨浴场/会展中心;#;4.3;#;海滨沙滩;19条点评
木兰陂;莆田;#;4.3;#;著名的古代大型水利工程,历史建筑;26条点评
五缘湾湿地公园;厦门 · 五缘湾地区;#;4.3;#;享受城市绿肺的清新空气,遛娃宝藏地;298条点评
大德记沙滩;厦门 · 鼓浪屿地区;#;4.3;#;美丽的海滨浴场,海滨玩水;19条点评
厦门 · 于贞2025《Pink》巡演;厦门 · 集美学村/杏林湾/园博苑;#;4.2;#;livehouse;#
厦门晟达海帆船出海体验;厦门 · 五缘湾地区;#;4.3;#;游览五缘湾的美丽风光,遛娃宝藏地;630条点评
灵隐寺;宁化;#;4.3;#;历史建筑;1条点评
水帘洞景区;武夷山 · 武夷山风景区;#;4.3;#;武夷山的大型洞穴,自然山水;133条点评
鼓山风景区十八景公园;福州 · 鼓山风景区及周边;#;4.3;#;刻于岩壁上的十八景,历史建筑;41条点评
莲池澳沙滩;莆田 · 湄洲岛·国家旅游度假区;#;4.3;#;洁净柔软的沙滩,海滨玩水;21条点评
犀溪漂流;寿宁;#;4.3;寿宁玩水避暑榜 No.1;玩乐和赏景兼备,清凉漂流;64条点评
霞浦牛屿滩涂体验景区;霞浦;#;4.2;#;原生态滩涂中的海鲜特别多,海滨玩水;30条点评
济川门;长汀;#;4.2;#;历史建筑;12条点评
东山岛-南门湾左耳;东山 · 南门湾/风动石;#;4.2;#;海滩&岛屿;1条点评
漳州文庙;漳州 · 漳州古城;#;4.2;#;漳州城内较大的古建筑群;37条点评
台湾小吃街;厦门 · 中山路地区;#;4.2;厦门夜游必打卡景点榜 No.6;品尝台湾特色小吃,城市漫步;520条点评
金门岛;金门;#;4.2;金门玩水避暑榜 No.1;形似一只展翅的蝴蝶,海滨玩水;47条点评
福州就是一个巨大的《猎罪图鉴2》取景地;福州·福建;#;4.2;#;#;#
武夷山茶艺表演;武夷山·南平;#;4.2;#;#;#
光影栈道;霞浦 · 三沙/东壁/小皓;#;4.2;#;地标观景;6条点评
厦门高崎国际机场T3航站楼-园林广场;厦门 · 高崎机场地区;#;4.2;#;以海西之窗为构思主题,地标观景;43条点评
莆田市博物馆;莆田 · 兴化府历史文化街区/市政府;#;4.2;#;外观犹如一柄如意,博物馆;21条点评
厦门中非世野野生动物;厦门;#;4.2;#;亲近动物;148条点评
大王峰;武夷山 · 武夷山风景区;#;4.2;#;进入九曲溪的第一峰,登高爬山;154条点评
厦门 · Ai豆城市演唱会;厦门 · SM城市广场地区;#;4.1;#;演唱会;#
云灵山;邵武;4A;4.2;邵武玩水避暑榜 No.1;以峡谷漂流为特色,露营·营地;101条点评
厦门湾·白塘湾火山公园;漳州;#;4.2;漳州玩水避暑榜 No.6;有半月形沙滩和古老火山口,海滨玩水;1210条点评
平潭海峡大桥;福清;#;4.2;#;地标观景;11条点评
地球梦艺术主题乐园;厦门 · 白鹭洲/东渡客运码头;#;4.2;#;特色展馆;4条点评
中山路提线木偶戏南音非遗观赏体验;泉州 · 西街/开元寺;#;4.2;#;#;7条点评
于山风景名胜公园;福州 · 三坊七巷;4A;4.2;#;形似巨鳌,登高爬山;736条点评
《情系中华 爱满天山》新疆历史名人展;厦门;#;4.1;#;特色展馆;1条点评
嵩屿码头;厦门 · 海沧阿罗海城市广场/嵩屿码头;#;4.1;#;地标观景;6条点评
清水岩温泉度假村;安溪;#;4.1;#;#;2条点评
厦门 · 来疯喜剧 | 厦门脱口秀 必打卡《喜剧精品秀》;厦门;#;4.2;#;演出;#
屿见闽南·时光幻境;厦门;#;4.2;厦门夜游必打卡景点榜 No.13;闽南文化、震撼演艺;20条点评
月映武夷;武夷山;#;4.1;#;朱子文化，水上表演;12条点评
【福州】《穿越福州》沉浸式体验;福州 · 三坊七巷;#;4.1;#;特色展馆;#
大鱼海棠;南靖 · 云水谣景区;#;4.1;#;#;1条点评
帷幕开啦红地毯蜡像艺术馆;厦门 · 鼓浪屿地区;#;4.1;#;蜡像人物众多，栩栩如生,特色展馆;371条点评
止止庵;武夷山 · 武夷山风景区;#;4.1;#;#;29条点评
园博苑·虫返地球博物馆;厦门 · 集美学村/杏林湾/园博苑;#;4.1;#;博物馆;19条点评
宋元茶楼;泉州 · 西湖公园/清源山;#;4.1;#;#;10条点评
沙生植物区;厦门 · 厦门大学地区;#;4.1;#;欣赏种类繁多的沙生植物,公园&植物园;33条点评
清水天一温泉度假村;连城;4A;4.1;福建温泉景点榜 No.12;在原生态森林中泡汤养生,度假村;364条点评
闽江之心观光巴士;福州 · 三坊七巷;#;4.1;#;#;6条点评
英雄三岛战地观光园;厦门;#;4.1;#;有许多战争遗迹,遛娃宝藏地;#
泉州惠安月亮湾沙滩;惠安;#;4.1;惠安玩水避暑榜 No.5;堆沙堡放风筝,海滨玩水;19条点评
晋江博物馆;晋江;#;4.1;#;规模较大的县级博物馆,博物馆;104条点评
土楼欢乐谷;南靖 · 书洋商圈;#;4.1;南靖土楼玩水避暑榜 No.1;遛娃宝藏地;27条点评
铜山古城;东山 · 南门湾/风动石;#;4.1;#;明朝为防御倭寇侵犯而建,古镇古村;32条点评
沙县步行街;三明;#;4.1;#;沙县的特色街区,城市漫步;15条点评
悬空寺;平和;#;4.1;#;历史建筑;#
东海一号观光步道;霞浦;#;4.1;#;避暑纳凉;5条点评
未来城市都市乐园;厦门 · SM城市广场地区;#;4.1;#;清凉漂流;54条点评
白鹭体育场;厦门;#;4.1;#;#;2条点评
闽南水乡;漳州 · 万达广场/闽南水乡;#;4.1;#;城市漫步;8条点评
清源山景区-老子塑像;泉州 · 西湖公园/清源山;#;4.1;#;观赏现存较高大的石雕造像,地标观景;11条点评
福州首开君澜茉莉泉;福州 · 福州南站/马尾自贸区;#;4.1;福州温泉景点榜 No.5;泡温泉;11条点评
爱情岛;福州 · 烟台山/海峡会展中心;#;4.1;#;夜游观景;22条点评
贵安温泉度假村;连江 · 贵安;#;4.1;福州温泉景点榜 No.6;泡汤享受周末温泉时光,度假村;786条点评
曾氏番仔楼;漳州;#;4.1;#;历史建筑;3条点评
上李水库;厦门 · 厦门火车站地区;#;4.1;厦门玩水避暑榜 No.15;群山绵延、满目青翠,避暑纳凉;33条点评
浮鹰岛;霞浦;#;4.1;#;海滨玩水;3条点评
百年鼓浪屿博物馆;厦门 · 鼓浪屿地区;#;4.1;#;人文历史主题,遛娃宝藏地;230条点评
旗冠顶;连江;#;4.1;#;登高爬山;7条点评
罗汉溪;霞浦 · 县城;#;4.1;#;溪中漂流，一览冰臼群奇观,避暑纳凉;66条点评
九龙漈瀑布;周宁;4A;4.1;#;落差百米的九级瀑布群,避暑纳凉;105条点评
沙坡尾;厦门 · 厦门大学地区;#;4.1;#;#;2条点评
武当山;泉州 · 蟳埔村/东海泰禾广场;#;4.0;#;历史建筑;13条点评
厦门 · MAC OVA SEAS 2025《MOSLOS》巡演;厦门;#;4.1;#;livehouse;#
平潭大福湾;平潭 · 坛南湾/将军山;#;4.1;#;度假游人戏水玩耍的好地方,度假村;60条点评
闽江之心-中洲岛;福州 · 烟台山/海峡会展中心;#;4.0;#;解放大桥穿其而过,海滨玩水;40条点评
镇海楼景区;福州 · 西湖公园附近;#;4.0;#;福州古城的标志性建筑,历史建筑;93条点评
聚龙小镇;惠安;#;4.2;#;湖泊、花海、森林美不胜收,地标观景;121条点评
泉州 · 舞台剧《觉醒年代》;泉州;#;4.1;#;演出;#
凤翔首邑温泉;闽侯;#;4.0;福州温泉景点榜 No.7;遛娃宝藏地;142条点评
大夫第;长汀;#;4.0;#;历史建筑;12条点评
大地土楼群;华安;#;4.0;#;楼群呈现出几何学图形,历史建筑;35条点评
鲤鱼溪风景区;周宁;4A;4.0;#;对鲤鱼有特定的风俗,古镇古村;135条点评
鼓浪屿月光岩;厦门 · 鼓浪屿地区;#;4.0;#;地标观景;5条点评
东礵岛;霞浦;#;4.0;#;巨龙盘旋，壮丽地标,海滨玩水;2条点评
武夷精舍;武夷山 · 武夷山风景区;#;4.0;#;朱熹著书立说之所,历史建筑;31条点评
泉州市舶司遗址;泉州 · 西街/开元寺;#;4.0;#;见证泉州港的历史变迁,历史建筑;19条点评
厦门帆船出海看金门;厦门 · 环岛路/黄厝海滨浴场/会展中心;#;4.0;#;游艇帆船;16条点评
鼓岭国家级旅游度假区;福州 · 鼓山风景区及周边;#;4.0;福州玩水避暑榜 No.11;福州出名的避暑场所,避暑纳凉;195条点评
半月里;霞浦;#;4.1;#;畲族历史文化名村,登高爬山;20条点评
北岐村;霞浦 · 北岐滩涂;#;4.0;#;#;6条点评
华安土楼;华安;4A;4.0;#;福建土楼的发源地,历史建筑;96条点评
古田会议会址;上杭;#;4.0;#;历史建筑;#
华林寺;福州 · 西湖公园附近;#;4.0;#;历史悠久的木建筑寺院,历史建筑;75条点评
陈嘉庚先生故居;厦门 · 集美学村/杏林湾/园博苑;#;4.0;#;珍藏有陈嘉庚先生遗物,历史建筑;#
厦门 · 江辰 2025《记忆诊室》巡演;厦门;#;4.0;#;livehouse;#
侠天下景区;尤溪;4A;4.0;#;悬崖宝剑电梯,避暑纳凉;1064条点评
印象建州;武夷山 · 三姑度假区;#;4.0;#;#;2条点评
天鹅洞群;宁化;#;4.0;#;避暑纳凉;232条点评
天门山漂流;永泰;#;4.0;#;清凉漂流;65条点评
永泰天门山生态旅游风景区;永泰;4A;4.0;#;众多造型奇险的瀑布,清凉漂流;418条点评
鳞隐石林;永安;#;4.0;#;自然山水;124条点评
吕峡灯塔;霞浦;#;4.0;#;地标观景;5条点评
泉州 · “新·国风” 音乐剧《锦衣卫之刀与花》;泉州 · 蟳埔村/东海泰禾广场;#;4.0;#;演出;#
清流赖坊樱花园;清流;#;4.0;#;自然山水;9条点评
世泽楼;龙岩 · 永定土楼;#;4.0;#;历史建筑;41条点评
青云山云眼悬廊;永泰 · 云顶旅游区/青云山景区;#;4.0;#;地标观景;28条点评
福州五一广场;福州 · 三坊七巷;#;4.0;#;福州市政治文化中心,地标观景;269条点评
伊航海上休闲娱乐;东山 · 南门湾/风动石;#;4.0;#;游艇帆船;18条点评
泉州欢乐水世界;南安;#;4.0;#;水乐园刺激有趣，还可冲浪,遛娃宝藏地;126条点评
百丈漈瀑布;屏南 · 白水洋;#;4.0;#;#;1条点评
梵高星空艺术馆;厦门 · 厦门火车站地区;#;3.8;#;特色展馆;17条点评
福州动物园;福州;#;3.9;#;展馆与动物种类多样,动物园&水族馆;212条点评
海沧湾公园;厦门 · 海沧阿罗海城市广场/嵩屿码头;#;4.0;#;厦门市较长的带状公园,夜游观景;73条点评
闽江之心;福州 · 上下杭/宝龙广场;#;3.9;#;夜游观景;3条点评
七彩官畲;华安;4A;3.9;漳州夜游必打卡景点榜 No.5;彩色瓢虫屋坐落山间如童话,遛娃宝藏地;148条点评
东方第一漂;福清;#;3.9;#;清凉漂流;95条点评
