景点名称;地点;景点级别;热度;口碑;标签;评论
望海楼;温州 · 洞头客运中心站;#;5.7;温州亲子景点榜 No.8;望海天美景听涛声依旧,历史建筑;422条点评
莫干山江南瑶坞旅游度假区;德清 · 莫干山国际旅游度假区;#;5.7;莫干山亲子景点榜 No.1;度假村;534条点评
衢州 · 2025张韶涵「觅光」世界巡回演唱会-衢州站;衢州 · 衢州体育中心/吾悦广场;#;5.7;#;演唱会;#
石梁飞瀑;天台;#;5.7;天台必打卡景点榜 No.2;徐霞客到访过的巨石与飞瀑,避暑纳凉;1274条点评
东阳卢宅景区;东阳 · 东阳市中心;#;5.7;金华必打卡景点榜 No.6;木雕艺术精湛的古建筑群,遛娃宝藏地;802条点评
石塘;温岭 · 温岭石塘半岛景区;#;5.7;温岭玩水避暑榜 No.2;拥有渔村风光的千年古镇,避暑纳凉;371条点评
地下长河景区;兰溪;#;5.7;兰溪玩水避暑榜 No.1;观赏不同时期的溶洞形态,避暑纳凉;814条点评
盐官潮乐之城;海宁 · 盐官旅游度假区/观潮胜地公园;#;5.7;#;音乐文化主题式旅游度假区,夜游观景;243条点评
五马街;温州 · 五马街商业区;#;5.7;温州必打卡景点榜 No.7;温州繁华的知名商业街,城市漫步;302条点评
桐庐漂流;桐庐·杭州;#;5.7;杭州特色体验榜 No.3;全国首例概念式漂流区;19条点评
杭州博物馆;杭州 · 西湖湖滨商圈;#;5.7;西湖亲子景点榜 No.7;馆藏国宝级文物战国水晶杯,博物馆;320条点评
浙江自然博物院(杭州馆);杭州 · 武林广场附近;#;5.7;#;阐释人与自然和谐发展,展馆展览;341条点评
龙泉山旅游区;龙泉 · 龙泉山风景区;4A;5.7;龙泉玩水避暑榜 No.1;原始森林与高山草甸结合,避暑纳凉;310条点评
曲院风荷;杭州 · 西湖风景区/灵隐度假区;#;5.7;西湖亲子景点榜 No.8;夏季赏映日荷花别样红,园林花园;880条点评
上天竺法喜讲寺;杭州 · 西湖风景区/灵隐度假区;#;5.7;#;景色清幽、高僧辈出,遛娃宝藏地;242条点评
莫干山天际森谷山野乐园;德清 · 良渚文化村周边;#;5.6;德清必打卡景点榜 No.4;避暑纳凉;2622条点评
西施故里;诸暨 · 诸暨市中心;4A;5.6;绍兴必打卡景点榜 No.14;走进美女西施的故乡,历史建筑;962条点评
琼台仙谷景区;天台;4A;5.6;浙江天台山亲子景点榜 No.2;漫步山间看奇妙景色,避暑纳凉;2873条点评
南塘老街;宁波 · 宁波站/客运中心;#;5.6;宁波必打卡景点榜 No.15;再现百年宁波经商生活,城市漫步;682条点评
三江夜游;宁波 · 老外滩/万象城;#;5.6;#;遛娃宝藏地;409条点评
海宁盐官旅游度假区;海宁 · 盐官旅游度假区/观潮胜地公园;4A;5.6;嘉兴必打卡景点榜 No.6;看气势磅礴的一线潮,遛娃宝藏地;1798条点评
九溪烟树;杭州 · 西湖风景区/灵隐度假区;#;5.6;杭州玩水避暑榜 No.16;雨后树林烟雾朦胧煞是好看,避暑纳凉;1140条点评
小河直街历史文化街区;杭州 · 运河商务区/新天地;#;5.6;#;保留着作坊店铺等历史遗存,城市漫步;286条点评
安吉滑草;安吉·湖州;#;5.6;湖州特色体验榜 No.1;#;#
佛堂古镇;义乌 · 佛堂商圈;#;5.6;金华必打卡景点榜 No.8;感受老商埠的生活气息,古镇古村;623条点评
大禹陵;绍兴 · 大禹陵/会稽山旅游度假区;4A;5.6;绍兴必打卡景点榜 No.15;了解大禹治水的功绩和品德,遛娃宝藏地;594条点评
如意桥;仙居;#;5.6;台州必打卡景点榜 No.9;如意桥，仙女披帛般的美丽景观;37条点评
仙叠岩;温州 · 洞头客运中心站;#;5.6;#;危岩层叠、蔚为奇观,避暑纳凉;508条点评
紫阳街;临海 · 紫阳街/台州府城;#;5.6;#;走千年古街访历史古迹,城市漫步;349条点评
雅鲁激流探险漂流;桐庐 · 雅鲁漂流/山湾湾漂流;#;5.6;桐庐玩水避暑榜 No.6;总落差近两百米的峡谷漂流,清凉漂流;1583条点评
杭州赏桃花;杭州·浙江;#;5.6;#;#;#
如梦上塘;杭州 · 运河商务区/新天地;#;5.6;杭州夜游必打卡景点榜 No.7;演出;160条点评
芙蓉古村;永嘉;#;5.6;#;古镇古村;232条点评
温岭方山景区;温岭;4A;5.6;台州必打卡景点榜 No.10;雄奇典型的火山平台,登高爬山;388条点评
东方山水乐园酷玩王国;绍兴 · 鉴湖柯岩旅游度假区;#;5.6;绍兴必打卡景点榜 No.16;惊险刺激的游乐项目众多,遛娃宝藏地;783条点评
湖州漂流;湖州·浙江;#;5.6;湖州特色体验榜 No.2;漂流爱好者的理想去处;#
杭州 · 2025陈慧娴40周年"Fabulous 40" 巡回演唱会;杭州 · 奥体博览城/钱江世纪城;#;5.6;#;演唱会;#
太湖龙之梦冰雪世界;长兴 · 湖州太湖/龙之梦乐园;#;5.5;#;大型室内冰雪娱乐城,冰雪乐园;641条点评
钱塘江夜游(武林门码头);杭州 · 武林广场附近;#;5.5;#;夜游观景;59条点评
普济禅寺;舟山 · 普陀山/普济寺/南海观音;#;5.5;#;普陀山香火旺盛的寺庙,历史建筑;692条点评
横店圆明新园;东阳 · 横店;#;5.5;#;既有古典建筑也有奇花异草,嗨玩乐园;1230条点评
花鸟岛;嵊泗 · 花鸟岛;4A;5.5;嵊泗玩水避暑榜 No.1;登花鸟灯塔赏岛上繁花遍地,海滨玩水;160条点评
瓯江夜游;温州 · 温州会展中心区域;#;5.5;温州必打卡景点榜 No.9;夜游观景;142条点评
绍兴阳明故里;绍兴 · 鲁迅故里度假区/仓桥直街;#;5.5;绍兴亲子景点榜 No.7;历史建筑;66条点评
冒险岛水世界;丽水 · 南明湖休闲区/冒险岛;#;5.5;丽水必打卡景点榜 No.8;维京驯龙主题的水上游乐园,遛娃宝藏地;1879条点评
印象南塘;温州 · 客运中心;4A;5.6;温州必打卡景点榜 No.8;千年文化底蕴的生活区,遛娃宝藏地;150条点评
千岛湖希尔顿水上乐园;淳安 · 千岛湖东南湖区;#;5.5;千岛湖玩水避暑榜 No.2;亲水乐园各种水上项目漂移,水乐园;64条点评
游埠古镇;兰溪;#;5.5;金华必打卡景点榜 No.9;古镇古村;55条点评
前童古镇;宁海;4A;5.5;宁海玩水避暑榜 No.1;遛娃宝藏地;1256条点评
基湖沙滩;嵊泗 · 嵊泗本岛/黄龙岛;#;5.5;舟山必打卡景点榜 No.8;嵊泗本岛的优质海滨浴场,海滨玩水;887条点评
南尖岩景区;遂昌 · 南尖岩度假区;4A;5.5;遂昌玩水避暑榜 No.1;云雾缭绕的梯田山野之景,避暑纳凉;1172条点评
超级格乐利雅粉红城堡;杭州 · 杭州乐园/湘湖景区;#;5.5;#;特色展馆;3516条点评
青山湖;杭州 · 临安城区/青山湖度假区;#;5.5;杭州玩水避暑榜 No.13;乘船观赏幽美的水上森林,避暑纳凉;516条点评
云上草原滑雪场;安吉 · 云上草原高山旅游度假区;#;5.5;2025中国50滑雪景点;江浙沪的专业雪场,遛娃宝藏地;1613条点评
十九峰;新昌 · 穿岩十九峰风景名胜区;4A;5.5;绍兴亲子景点榜 No.8;穿行十九峰俯瞰两江汇合,遛娃宝藏地;1385条点评
王子谷漂流;淳安 · 森林氧吧;#;5.5;千岛湖亲子景点榜 No.6;清凉漂流;562条点评
千岛湖森林氧吧;淳安 · 森林氧吧;#;5.5;千岛湖亲子景点榜 No.7;天然氧吧体验山间野趣,避暑纳凉;3781条点评
杭州 · 2025光良“不会分离·今晚我不孤独3.0”演唱会-杭州站;杭州 · 奥体博览城/钱江世纪城;#;5.5;#;演唱会;#
云中大漈;景宁;4A;5.5;景宁玩水避暑榜 No.1;人少景美的古村落,避暑纳凉;152条点评
浙东小九寨;余姚;#;5.5;余姚玩水避暑榜 No.1;寻红色足迹，享清凉一夏,避暑纳凉;2318条点评
杭州千岛湖开元森泊焕境乐园;淳安 · 千岛湖中心湖区;#;5.5;千岛湖玩水避暑榜 No.4;度假村;907条点评
千岛湖伯爵号豪华游轮;淳安 · 千岛湖中心湖区;#;5.5;千岛湖亲子景点榜 No.8;现代欧式装修的豪华游轮,遛娃宝藏地;351条点评
浮云谷;安吉 · 天空之城/安吉站;#;5.5;安吉玩水避暑榜 No.7;避暑纳凉;59条点评
淡竹休闲谷;仙居;#;5.5;#;避暑纳凉;114条点评
湖州长颈鹿庄园;湖州 · 西塞山旅游度假区/原乡小镇;#;5.5;#;度假村;869条点评
兰溪六洞山风景区;兰溪;4A;5.5;#;#;13条点评
温州乐园;温州 · 温州大学城;4A;5.5;温州玩水避暑榜 No.7;依山傍水的主题游乐园,遛娃宝藏地;997条点评
温州乐园度假区;温州 · 温州大学城;#;5.5;#;#;#
桃花岛风景区;舟山 · 桃花岛/安期峰;4A;5.4;舟山玩水避暑榜 No.6;寻觅《射雕英雄传》踪迹,海滨玩水;511条点评
温州极地海洋世界;温州 · 温州大学城;#;5.4;温州必打卡景点榜 No.11;亲近动物;581条点评
湖州(莫干山)龙出没峡谷探险漂流;湖州 · 西塞山旅游度假区/原乡小镇;#;5.4;湖州玩水避暑榜 No.10;清凉漂流;668条点评
湖州(莫干山)龙出没探险乐园;湖州 · 西塞山旅游度假区/原乡小镇;#;5.4;#;清凉漂流;63条点评
千岛湖红山谷景区;淳安 · 石林景区;#;5.4;淳安玩水避暑榜 No.5;避暑纳凉;100条点评
舟山长乔雨林动物公园;舟山 · 蜈蚣峙码头/普陀山机场;#;5.4;舟山必打卡景点榜 No.10;动物园&水族馆;378条点评
松阳老街;松阳 · 松阳县城/老街;#;5.4;丽水必打卡景点榜 No.11;明清时代留下的老建筑群,城市漫步;61条点评
藏龙百瀑;安吉 · 江南天池/天荒坪;#;5.4;安吉玩水避暑榜 No.8;登高赏壮观瀑布群,避暑纳凉;5196条点评
法雨寺;舟山 · 普陀山/普济寺/南海观音;#;5.4;#;参佛礼拜看珍贵佛殿和宝物,历史建筑;1135条点评
温岭山海之韵;温岭 · 温岭石塘半岛景区;#;5.4;台州必打卡景点榜 No.11;遛娃宝藏地;134条点评
东海半边山旅游度假区;象山 · 中国渔村/渔港古城/半边山;#;5.4;象山玩水避暑榜 No.4;海滨玩水;196条点评
温岭石塘半岛旅游度假区;温岭 · 温岭石塘半岛景区;#;5.4;#;海滨沙滩;#
千岛湖植物园;淳安 · 千岛湖中心湖区;#;5.4;千岛湖亲子景点榜 No.9;千岛鹿屿，植此倾心,避暑纳凉;112条点评
杭州湾国家湿地公园;慈溪 · 杭州湾方特度假区;#;5.4;宁波必打卡景点榜 No.19;走九曲桥赏湿地之美,遛娃宝藏地;2152条点评
九龙溪漂流;淳安 · 千岛湖高铁站/东北湖区;#;5.4;淳安玩水避暑榜 No.3;惊险刺激的同时可赏美景,清凉漂流;1256条点评
乌村;桐乡 · 乌镇西栅景区内/乌村;#;5.4;桐乡玩水避暑榜 No.1;一站式乡村度假区,避暑纳凉;221条点评
遂昌金矿国家矿山公园;遂昌;4A;5.4;丽水必打卡景点榜 No.12;坐上小火车去矿洞淘金,展馆展览;747条点评
塘栖古镇;杭州 · 塘栖古镇/超山风景区;4A;5.4;杭州夜游必打卡景点榜 No.15;古色古香的传统小镇,古镇古村;523条点评
江南天池;安吉 · 江南天池/天荒坪;4A;5.4;安吉玩水避暑榜 No.12;观赏壮观迷人的雪景,遛娃宝藏地;757条点评
天荒坪风景区;安吉 · 江南天池/天荒坪;#;5.4;#;资源丰富、景色迷人,避暑纳凉;118条点评
保国寺古建筑博物馆;宁波;4A;5.4;宁波必打卡景点榜 No.20;赏千年前的精湛建筑工艺,博物馆;557条点评
舟山佛教文化体验;舟山·浙江;#;5.4;舟山特色体验榜 No.1;以佛教文化而闻名;#
舟山长乔海洋国际旅游度假区;舟山 · 蜈蚣峙码头/普陀山机场;#;5.4;舟山亲子景点榜 No.12;#;43条点评
清漾毛氏文化村;江山;#;5.4;衢州亲子景点榜 No.4;古镇古村;179条点评
圆明新园·夏苑;东阳 · 横店;#;5.4;横店影视城亲子景点榜 No.1;以圆明园长春园为蓝本,避暑纳凉;2825条点评
天目山景区;杭州 · 天目山度假区;4A;5.4;杭州玩水避暑榜 No.19;古树参天的天然氧吧,避暑纳凉;1720条点评
江郎山·廿八都旅游区;江山 · 江郎山;5A;7.0;#;#;9条点评
浮盖山;江山;4A;5.3;江山玩水避暑榜 No.1;宛如盖子倒扣的奇特山脉,避暑纳凉;257条点评
双童山景区;松阳;4A;5.4;松阳玩水避暑榜 No.1;挑战自我、刺激感官,避暑纳凉;186条点评
郭庄;杭州 · 西湖风景区/灵隐度假区;#;5.4;西湖亲子景点榜 No.10;临西湖而建的江南园林,园林花园;460条点评
雁荡山峡谷漂流;乐清 · 雁荡商圈;#;5.4;温州亲子景点榜 No.13;体验惊险刺激的漂流,清凉漂流;22条点评
绍兴鲁迅故居;绍兴 · 鲁迅故里度假区/仓桥直街;#;5.4;绍兴亲子景点榜 No.10;参观鲁迅儿时生活的宅院,历史建筑;#
鲁镇;绍兴 · 鉴湖柯岩旅游度假区;#;5.3;绍兴亲子景点榜 No.9;置身鲁迅书中众多经典场景,夜游观景;558条点评
朱潭山;缙云 · 仙都景区;#;5.3;#;避暑纳凉;120条点评
璟园古民居博物馆;武义;4A;5.3;金华必打卡景点榜 No.10;欣赏江南各地的古民居建筑,博物馆;182条点评
钱王祠;杭州 · 西湖风景区/灵隐度假区;#;5.3;西湖亲子景点榜 No.11;为纪念吴越钱王的表忠祠,公园&植物园;423条点评
浙江省科技馆;杭州 · 武林广场附近;#;5.3;#;体验刺激的4D影院,科技馆;74条点评
宁波海天一洲景区;慈溪;4A;5.3;#;揽海天胜景 瞻大桥雄姿,遛娃宝藏地;1070条点评
太子湾公园;杭州 · 西湖风景区/灵隐度假区;#;5.3;西湖亲子景点榜 No.12;拍一张真正花海,避暑纳凉;783条点评
宁波鼓楼;宁波 · 天一广场/鼓楼;#;5.3;宁波夜游必打卡景点榜 No.5;中西合璧的古老地标,历史建筑;514条点评
达那也·金华山小冰岛;金华;#;5.3;金华玩水避暑榜 No.5;避暑纳凉;15条点评
天下第一财神庙;杭州 · 西湖风景区/灵隐度假区;#;5.3;#;因寺内供奉五显财神而得名,历史建筑;121条点评
下渚湖·湿地公园;德清 · 莫干山森泊乐园/奇幻谷/下渚湖;4A;5.3;#;坐船游览天然湿地,遛娃宝藏地;3243条点评
杭州 · 黄绮珊 《晚霞·不晚》2025巡回演唱会;杭州;#;5.3;#;演唱会;#
龙游民居苑;龙游;4A;5.3;衢州亲子景点榜 No.6;赏精美的明清时期徽派建筑,历史建筑;216条点评
国清寺;天台;#;5.3;浙江天台山亲子景点榜 No.3;避暑纳凉;11条点评
唐风温泉;武义;#;5.3;金华必打卡景点榜 No.12;在诗情画意的环境中泡汤,遛娃宝藏地;405条点评
人间弥勒(雪窦寺);宁波 · 溪口景区/雪窦寺;#;5.3;宁波亲子景点榜 No.12;雪窦山下的弥勒道场,历史建筑;722条点评
舟山赶海;舟山·浙江;#;5.3;舟山特色体验榜 No.2;众多优质的赶海地点;#
杭州运河夜游;杭州 · 武林广场附近;#;5.3;#;乘漕舫赏大运河千年遗韵,夜游观景;325条点评
千岛湖夜游;淳安 · 千岛湖中心湖区;#;5.3;千岛湖夜游必打卡景点榜 No.1;欣赏千岛湖大桥的美景,遛娃宝藏地;780条点评
衢州古城文化旅游区;衢州 · 水亭门/孔庙;#;5.3;衢州亲子景点榜 No.7;#;47条点评
北高峰索道;杭州 · 西湖风景区/灵隐度假区;#;5.3;西湖亲子景点榜 No.13;缆车索道;277条点评
京杭大运河博物馆;杭州 · 运河商务区/新天地;#;5.3;#;博物馆;137条点评
九溪十八涧;杭州 · 西湖风景区/灵隐度假区;#;4.7;西湖亲子景点榜 No.14;Y形蜿蜒，细流众多,避暑纳凉;69条点评
宁波松兰山滨海旅游度假区;象山 · 丹城/松兰山/水上乐园;#;5.3;宁波玩水避暑榜 No.2;挖沙玩水亲近大海,度假村;1472条点评
杭州森泊水乐园;杭州 · 杭州乐园/湘湖景区;#;5.3;杭州玩水避暑榜 No.8;摆脱四季束缚的恒温水乐园,遛娃宝藏地;3446条点评
浙江赏梅花;浙江·中国;#;5.3;#;#;#
淳安骑行;淳安·杭州;#;5.3;#;#;#
富春江;桐庐;#;5.3;桐庐亲子景点榜 No.3;自然山水;35条点评
天一广场;宁波 · 天一广场/鼓楼;#;5.3;宁波亲子景点榜 No.14;购物狂和吃货的天堂,地标观景;2096条点评
大明山万松岭滑雪场;杭州 · 大明山/十门峡度假区;#;5.2;#;冰雪运动，品牌十年,遛娃宝藏地;1815条点评
中国黄酒博物馆;绍兴 · 鲁迅故里度假区/仓桥直街;#;5.2;绍兴亲子景点榜 No.11;展示黄酒的悠久历史文化,博物馆;273条点评
松庄村;松阳;#;5.2;松阳玩水避暑榜 No.2;远离尘嚣，享受宁静的古镇之旅,避暑纳凉;16条点评
云顶草上世界;温州;#;5.2;温州必打卡景点榜 No.12;观光养生综合性景区,遛娃宝藏地;448条点评
三折瀑景区;乐清 · 雁荡商圈;#;5.2;#;自然山水;188条点评
西湖音乐喷泉;杭州 · 西湖湖滨商圈;#;5.2;杭州夜游必打卡景点榜 No.18;夜游杭州的推荐选择,地标观景;669条点评
温州 · 大旋·时光经典星歌汇;温州;#;5.2;#;演唱会;#
杭州 · 庄心妍 2025《爱是千万种答案》巡回演唱会;杭州;#;5.2;#;演唱会;#
杭州 · 2025石原崇雅“我是你的超级明星”巡回演唱会-杭州站;杭州 · 奥体博览城/钱江世纪城;#;5.2;#;演唱会;#
白堤;杭州 · 西湖风景区/灵隐度假区;#;5.2;#;西湖适合漫步的长堤,夜游观景;952条点评
拱宸桥;杭州 · 运河商务区/新天地;#;5.2;#;参观运河博物馆,地标观景;221条点评
台州海洋世界;台州 · 市府大道地区;4A;5.2;台州亲子景点榜 No.12;以高度出名的都市型水族馆,亲近动物;1031条点评
渔寮风景区;苍南 · 渔寮风景区/霞关镇;4A;5.2;苍南玩水避暑榜 No.1;和朋友一起玩沙滩排球,海滨玩水;234条点评
湖州影视城;湖州 · 湖州太湖/龙之梦乐园;#;5.2;太湖龙之梦度假区亲子景点榜 No.2;《建军大业》取景地,影视基地;943条点评
琴溪香谷景区;桐庐;#;5.2;桐庐玩水避暑榜 No.9;体验汽艇冲浪项目,避暑纳凉;307条点评
万松书院;杭州 · 西湖风景区/灵隐度假区;#;5.2;西湖亲子景点榜 No.15;规模宏大的文人汇集之地,历史建筑;215条点评
七里扬帆;建德;4A;5.2;建德玩水避暑榜 No.2;两岸青山峡谷中分布着古迹,清凉漂流;621条点评
33米高南海观音;舟山 · 普陀山/普济寺/南海观音;#;5.2;#;普陀山标志性建筑,地标观景;418条点评
梅花洲;嘉兴 · 梅花洲景区商圈;4A;5.2;嘉兴必打卡景点榜 No.7;仿古明清建筑,避暑纳凉;1382条点评
月河历史街区;嘉兴 · 月河历史街区商圈;#;5.2;嘉兴夜游必打卡景点榜 No.6;保留了浓厚水乡古城风情,城市漫步;527条点评
仙龙峡运动营地;安吉 · 云上草原高山旅游度假区;#;5.2;#;体验户外运动的好地方,清凉漂流;25条点评
仙龙峡漂流;安吉 · 云上草原高山旅游度假区;#;5.2;安吉玩水避暑榜 No.9;漂流在原生态神奇峡谷间,清凉漂流;881条点评
百草园;绍兴 · 鲁迅故里度假区/仓桥直街;#;5.2;绍兴亲子景点榜 No.12;鲁迅先生笔下的趣味菜园,遛娃宝藏地;374条点评
千岛湖酉坞里萤火虫主题公园;淳安 · 千岛湖高铁站/东北湖区;#;5.2;淳安必打卡景点榜 No.7;看漫天萤火游紫光森林,遛娃宝藏地;189条点评
方岩风景名胜区;永康 · 方岩风景区;4A;5.2;金华必打卡景点榜 No.13;赏方岩壮丽的丹霞地貌景观,遛娃宝藏地;850条点评
349潜艇观光基地;台州 · 椒江老城区;#;5.2;#;潜艇为主的军事文化旅游地,遛娃宝藏地;272条点评
太湖龙之梦《醉美太湖》演出;长兴 · 湖州太湖/龙之梦乐园;#;5.1;湖州夜游必打卡景点榜 No.4;看演出;518条点评
南浔古镇游船;湖州 · 南浔景区内;#;5.1;湖州亲子景点榜 No.17;绿水中悠闲逛南浔古镇,遛娃宝藏地;80条点评
满觉陇;杭州 · 西湖风景区/灵隐度假区;#;5.1;西湖亲子景点榜 No.16;满陇桂雨，茶园风光尽收眼底,登高爬山;23条点评
太湖旅游度假区;长兴 · 湖州太湖/龙之梦乐园;4A;5.1;太湖龙之梦度假区亲子景点榜 No.3;体验刺激的太湖快艇,度假村;428条点评
仙人谷漂流;仙居;#;5.1;仙居玩水避暑榜 No.2;都市人舒缓压力的好地方,清凉漂流;79条点评
济公故居;天台;#;5.1;浙江天台山亲子景点榜 No.4;活佛济公的出生地,历史建筑;464条点评
龙门古镇;杭州 · 龙门古镇景区;4A;5.1;#;电影《富春山居图》取景地,遛娃宝藏地;1636条点评
瑶琳国家森林公园;桐庐 · 瑶琳仙境/OMG心跳乐园;#;5.1;桐庐玩水避暑榜 No.10;森林覆盖率达95%,避暑纳凉;329条点评
花港观鱼;杭州 · 西湖风景区/灵隐度假区;#;5.1;#;买饲料喂食又大又红的鲤鱼,公园&植物园;999条点评
宁波方特东方欲晓;慈溪 · 杭州湾方特度假区;#;5.1;宁波亲子景点榜 No.15;遛娃宝藏地;991条点评
王阳明故居;余姚 · 余姚市中心商圈;#;5.1;宁波亲子景点榜 No.16;规模宏大的明清建筑风格,历史建筑;153条点评
木心美术馆;桐乡 · 乌镇西栅景区内/乌村;#;5.1;乌镇亲子景点榜 No.2;临水而立设计独特的建筑,特色展馆;216条点评
朱家尖白山景区;舟山;#;5.1;#;绿荫环绕、林木苍郁,遛娃宝藏地;280条点评
千岛湖文渊狮城度假区;淳安 · 文渊狮城/龙川湾景区;4A;5.1;#;徜徉于粉墙黛瓦的徽式建筑,避暑纳凉;855条点评
九泄潭风景区;永康;#;5.1;#;避暑纳凉;5条点评
临海熊出没欢乐港湾;临海;#;5.1;临海玩水避暑榜 No.1;夜游观景;121条点评
岱山岛;岱山 · 岱山本岛;#;5.1;岱山玩水避暑榜 No.1;海滨玩水;160条点评
《今夕共西溪》演出;杭州 · 西溪湿地商圈;#;5.1;杭州夜游必打卡景点榜 No.8;演出;167条点评
杭州 · 法语音乐剧《摇滚红与黑》;杭州 · 钱江新城;#;5.1;#;演出;#
柳浪闻莺;杭州 · 西湖风景区/灵隐度假区;#;5.1;#;西湖边适合漫步的美丽公园,夜游观景;655条点评
十八道湾漂流;安吉 · 杭州凯蒂猫乐园;#;5.1;#;真正体验漂流的刺激,清凉漂流;516条点评
千岛湖啤酒小镇;淳安 · 千岛湖东南湖区;#;5.1;千岛湖亲子景点榜 No.11;地标观景;42条点评
㹧犭茶湖;绍兴;#;5.1;#;避暑纳凉;5条点评
千鹦鸟舍鹦鹉主题乐园;缙云 · 仙都景区;#;5.1;仙都景区亲子景点榜 No.2;游乐场;32条点评
下渚湖·奇幻谷;德清 · 莫干山森泊乐园/奇幻谷/下渚湖;#;5.0;德清夜游必打卡景点榜 No.1;既有科技体验又有花海风光,度假村;806条点评
杭州 · 于文文2025《拾光》巡回演唱会;杭州;#;5.1;#;演唱会;#
筱村公社;泰顺;#;5.0;温州必打卡景点榜 No.14;#;14条点评
苍坡古村;永嘉;#;5.0;#;古镇古村;161条点评
八字桥;绍兴 · 鲁迅故里度假区/仓桥直街;#;5.0;#;造型独特的石桥周围是民居,历史建筑;219条点评
鲁镇社戏;绍兴 · 鉴湖柯岩旅游度假区;#;5.0;绍兴亲子景点榜 No.13;演出;194条点评
飞来峰;杭州 · 西湖风景区/灵隐度假区;#;5.0;西湖亲子景点榜 No.17;历史建筑;25条点评
水亭门历史文化街区;衢州 · 水亭门/孔庙;#;5.0;衢州夜游必打卡景点榜 No.1;古迹众多的衢州特色街区,城市漫步;40条点评
圆明新园·春苑;东阳 · 横店;#;5.0;金华亲子景点榜 No.12;大型皇家园林,避暑纳凉;3924条点评
陶公洞;永嘉;#;5.0;#;洞高56米,自然山水;61条点评
石舍村;桐庐 · 芦茨度假区;#;5.0;桐庐玩水避暑榜 No.7;#;16条点评
卧龙胜境丛林探险漂流;建德;#;5.0;建德玩水避暑榜 No.3;清凉漂流;143条点评
绍兴博物馆;绍兴 · 鲁迅故里度假区/仓桥直街;#;5.0;绍兴亲子景点榜 No.14;小而精致的城市博物馆,博物馆;130条点评
宁波 · 2025姜育恒《永远》巡回演唱会;宁波 · 奥体中心/江北万达;#;5.0;#;演唱会;#
西湖文化广场;杭州 · 武林广场附近;#;5.0;#;参观革命历史纪念馆,地标观景;328条点评
九龙谷漂流;武义;#;5.0;武义玩水避暑榜 No.2;清凉漂流;68条点评
莲云谷温泉;泰顺;#;5.0;泰顺玩水避暑榜 No.1;园林式露天氡泉浴场,遛娃宝藏地;294条点评
烟雨长廊;嘉善 · 西塘景区内;#;5.0;西塘亲子景点榜 No.1;坐在长廊下享古镇生活情调,历史建筑;1429条点评
杭州采茶;杭州·浙江;#;4.9;#;感受茶文化的魅力;#
莫干山森泊水乐园;德清 · 莫干山森泊乐园/奇幻谷/下渚湖;#;5.0;德清玩水避暑榜 No.2;室内全年恒温,遛娃宝藏地;2225条点评
柯桥古镇景区;绍兴 · 鉴湖柯岩旅游度假区;#;5.0;绍兴亲子景点榜 No.15;鱼米之乡，有金柯桥的美称,古镇古村;84条点评
宁海森林温泉;宁海;4A;5.0;宁海玩水避暑榜 No.2;华东知名的森林温泉,遛娃宝藏地;1156条点评
铁定溜溜;乐清;4A;5.0;#;度假村;333条点评
富春桃源;杭州;4A;5.0;#;千姿百态的溶洞和湖泊美景,避暑纳凉;620条点评
千岛湖明豪湖边有个乐园;淳安 · 千岛湖中心湖区;#;5.0;千岛湖亲子景点榜 No.12;儿童乐园;434条点评
和乐·精灵之丘水豚主题乐园;安吉 · 竹博园/灵峰山;#;5.0;#;和乐之旅，精灵为伴,避暑纳凉;324条点评
横店梦幻谷水世界;东阳 · 横店;#;5.0;#;共有5大主题游乐区,遛娃宝藏地;440条点评
百间楼民居群;湖州 · 南浔景区内;#;5.0;#;河两岸鳞次栉比的粉墙乌瓦,历史建筑;258条点评
河姆渡遗址博物馆;余姚;#;5.0;#;全方位展示河姆渡历史文化,博物馆&展馆;401条点评
梧田老街;温州 · 火车站地区;#;5.0;#;历史建筑;5条点评
浙江省博物馆孤山馆区;杭州 · 西湖风景区/灵隐度假区;#;5.0;#;游览四库全书的文澜阁,博物馆;286条点评
双龙洞;金华;#;5.0;#;溶洞宽阔可容千人品茶避暑,避暑纳凉;73条点评
嘉兴观潮;嘉兴·浙江;#;5.0;嘉兴特色体验榜 No.1;#;#
武林广场;杭州 · 武林广场附近;#;5.0;杭州夜游必打卡景点榜 No.17;因地处武林门地片内而得名,地标观景;41条点评
莫干山森泊幻想岛儿童乐园;德清 · 莫干山森泊乐园/奇幻谷/下渚湖;#;5.0;#;遛娃宝藏地;3000条点评
阿拉的海水上乐园;象山 · 丹城/松兰山/水上乐园;#;5.0;象山玩水避暑榜 No.5;深度互动的沉浸式水乐园,遛娃宝藏地;1113条点评
云澜湾温泉;嘉善 · 云澜湾国际度假区;4A;5.0;嘉善玩水避暑榜 No.1;丰富的汤池种类,遛娃宝藏地;1442条点评
净慈禅寺;杭州 · 西湖风景区/灵隐度假区;#;4.9;#;地处清静 修缮精美,历史建筑;19条点评
乌镇游船;桐乡 · 乌镇景区周边;#;4.9;#;玩乌镇乘船品云品水,乘船游览;39条点评
杭州 · 「KPOPBOOM杭州站2.0」BLACKPINK专场千人音乐节;杭州 · 西湖湖滨商圈;#;5.0;#;livehouse;#
《水之灵》水舞台演出;淳安 · 千岛湖东南湖区;#;4.9;#;千岛湖水舞台表演,遛娃宝藏地;1695条点评
