景点名称;地点;景点级别;热度;口碑;标签;评论
心经简林;离岛·距市中心27.6km;#;3.2;#;地标观景;97条点评
香港回归祖国纪念碑;湾仔/铜锣湾·距市中心3.9km;#;3.2;#;#;8条点评
蓝屋;距市中心5.1km;#;3.2;#;历史建筑;46条点评
纪念罗伯特·劳森伯格百年诞辰展《劳森伯格与亚洲》;西九龙·距市中心2.3km;#;3.2;#;特色展馆;#
香港赏杜鹃花;香港·中国;#;3.2;#;#;#
中国香港 · 美波《Earthtication2025》巡演;旺角·距市中心370m;#;3.2;#;演唱会;#
美荷楼生活馆;太子/大角嘴·距市中心1.7km;#;3.2;#;博物馆;36条点评
乙巳说蛇展;距市中心11.7km;#;3.2;#;特色展馆;#
海山楼;北角/鲗鱼涌·距市中心5.9km;#;3.2;#;#;17条点评
香港流行文化节 2025;旺角·距市中心<100m;#;3.2;#;节日;#
西贡海鲜街;距市中心12.5km;#;3.2;#;当日超新鲜海鲜盛宴,城市漫步;188条点评
香港赛马会呈献系列《天下一统》陕西秦汉文明展;距市中心2.1km;#;3.2;#;特色展馆;#
荷李活道;西环/上环·距市中心4.3km;#;3.1;#;中西文化合璧的特色街道;94条点评
Chill Kids Club;香港国际机场·距市中心23.3km;#;3.1;#;亲子乐园、放电推荐,儿童乐园;7条点评
香港迪士尼城堡广场;香港迪士尼乐园度假区·距市中心13.1km;#;3.1;#;公园&植物园;#
K11 ATELIER(King's Road);北角/鲗鱼涌·距市中心5.0km;#;3.1;#;地标观景;8条点评
大帽山;距市中心10.5km;#;3.1;#;登高俯瞰新界美景,登高爬山;77条点评
赵无极平面作品大型回顾展;西九龙·距市中心2.3km;#;3.1;#;特色展馆;#
《圆梦前行》香港艺术二三事展览;距市中心2.9km;#;3.1;#;特色展馆;#
香港艺术中心;湾仔/铜锣湾·距市中心4.4km;#;3.1;#;多元艺术空间，展示艺术家的创新与尝试,演出;58条点评
麦理浩径2段;距市中心23.1km;#;3.1;#;#;#
中国玺印展《北山汲古》;距市中心11.7km;#;3.1;#;特色展馆;#
徐氏艺术基金捐赠《藏域梵珍．佛学之路》佛教文物展;沙田·距市中心6.6km;#;3.1;#;特色展馆;#
香港巧克力艺术坊（昂坪市集店）;离岛·距市中心28.4km;#;3.1;#;特色展馆;9条点评
中国香港 · BIG FOUR HAPPY TO SEE YOU ALL演唱会;红磡/九龙城·距市中心2.4km;#;3.4;#;演唱会;#
油麻地天后庙;油麻地·距市中心1.0km;#;3.1;#;香港九龙规模较大的天后庙,历史建筑;153条点评
中西区海滨长廊 - 中环段;中环·距市中心4.0km;#;3.1;#;海滨沙滩;103条点评
幻想世界;香港迪士尼乐园度假区·距市中心13.3km;#;3.1;#;真正的小童乐园,游乐场;181条点评
铜锣湾天后庙;湾仔/铜锣湾·距市中心4.8km;#;3.1;#;历史建筑;112条点评
竹翠公园;距市中心2.5km;#;3.1;#;公园&植物园;4条点评
警队博物馆;距市中心5.7km;#;3.1;#;了解警队发展历史,博物馆;65条点评
亚洲巡回赛 · Link香港公开赛;南区·距市中心8.3km;#;3.1;#;#;#
中国香港 · N.Flying 2025《FULL CIRCLE》演唱会;距市中心370m;#;3.1;#;演唱会;#
迪士尼魔法書房;香港迪士尼乐园度假区·距市中心13.3km;#;3.0;#;#;9条点评
九龙塘;距市中心2.1km;#;3.0;#;大型综合购物中心,城市漫步;123条点评
孙中山纪念馆;中环·距市中心4.6km;#;3.0;#;博物馆&展馆;#
香港文物探知馆;距市中心2.2km;#;3.0;#;特色展馆;82条点评
香港大学仪礼堂;西环/上环·距市中心5.1km;#;3.0;#;历史建筑;1条点评
索罟湾;离岛·距市中心12.7km;#;3.0;#;吃一顿美味的海鲜大餐,海滨沙滩;58条点评
香港科技大学展览馆;距市中心9.9km;#;3.0;#;特色展馆;6条点评
西部拍拍照;香港迪士尼乐园度假区·距市中心13.1km;#;3.0;#;#;7条点评
香港赏黄花风铃木;香港·中国;#;3.0;#;#;#
猫狗宠物街;旺角·距市中心364m;#;3.0;#;城市漫步;10条点评
火石洲;距市中心20.2km;#;3.0;#;岛屿漫步;#
天空走廊;尖沙咀·距市中心2.4km;#;3.0;#;地标观景;4条点评
黄家驹墓;距市中心8.4km;#;3.0;#;#;15条点评
石澳泳滩;距市中心13.1km;#;3.0;#;电影喜剧之王在此取景,海滨沙滩;41条点评
香港展览中心;湾仔/铜锣湾·距市中心4.4km;#;3.0;#;香港有名的地标之一,特色展馆;86条点评
香港中央图书馆;湾仔/铜锣湾·距市中心4.8km;#;3.0;#;#;186条点评
如心园;荃湾·距市中心8.0km;#;3.0;#;#;8条点评
天水围;距市中心23.0km;#;3.0;#;电影《天水围的日与夜》,城市漫步;238条点评
香港铁路博物馆;距市中心14.3km;#;3.0;#;中式金字顶建筑,博物馆;108条点评
中国香港 · Clockenflap 音乐及艺术节 2025;中环·距市中心4.1km;#;3.0;#;音乐节;#
海滨长廊;荃湾·距市中心8.5km;#;3.0;#;地标观景;8条点评
赤柱卜公码头;距市中心12.1km;#;3.0;#;走在码头感受海风拂面;61条点评
高等法院;中环·距市中心4.6km;#;3.0;#;经常在TVB电视剧中出现,地标观景;93条点评
元创方;中环·距市中心4.4km;#;3.0;#;云集众多设计工作室及商店,历史建筑;103条点评
浅水湾海滩儿童游乐场;距市中心9.7km;#;3.0;#;儿童乐园;5条点评
何子彦《戏夜寻谜》人工智能展;距市中心2.3km;#;2.9;#;特色展馆;#
电车全景游;西环/上环·距市中心4.1km;#;2.9;#;#;3条点评
鸭寮街市集;太子/大角嘴·距市中心1.4km;#;2.9;#;著名二手电子产品街,城市漫步;197条点评
Petagon 宠物音乐节;距市中心17.9km;#;2.9;#;#;7条点评
诺士佛台;尖沙咀·距市中心2.1km;#;2.9;#;30家特色餐馆及酒吧,城市漫步;76条点评
甜甜圈剧场;尖沙咀·距市中心2.8km;#;2.9;#;贯通3层大型室内滑梯,演出;5条点评
《身临梦境》1950年代至今的女性艺术家环境作品展;西九龙·距市中心2.3km;#;2.9;#;特色展馆;#
香港湿地公园;距市中心23.7km;#;2.9;#;观赏湿地景观及动植物,自然山水;345条点评
戴光郁个展《如此江山》;西九龙·距市中心2.3km;#;2.9;#;特色展馆;#
浪茄湾;距市中心22.1km;#;2.9;#;在柔软的沙滩上晒太阳,露营·营地;33条点评
星際極速穿梭;香港迪士尼乐园度假区·距市中心13.2km;#;2.9;#;星際極速穿梭让你感受极速刺激,游乐场;44条点评
【中国香港】迪士尼飞天巡游;香港迪士尼乐园度假区·距市中心13.0km;#;2.9;#;演出;11条点评
中国香港 · 夏韶声《Last Summer》演唱会;红磡/九龙城·距市中心2.4km;#;2.9;#;演唱会;#
鬼手岩;距市中心27.2km;#;2.9;#;海滩&岛屿;1条点评
西九龙总区警察总部;红磡/九龙城·距市中心1.5km;#;2.9;#;历史建筑;2条点评
中国人民解放军驻香港部队大厦;中环·距市中心4.2km;#;2.9;#;地标观景;22条点评
香港国际七人榄球赛;距市中心5.5km;#;2.9;#;场馆展馆;23条点评
香港海防博物馆;距市中心8.0km;#;2.9;#;博物馆;55条点评
观塘海滨花园;观塘地区·距市中心5.0km;#;2.9;#;夜游观景;105条点评
香港生物多样性博物馆;西环/上环·距市中心5.2km;#;2.8;#;博物馆;#
中环中心;中环·距市中心4.1km;#;2.8;#;地标观景;48条点评
米奇幻想曲;香港迪士尼乐园度假区·距市中心13.3km;#;2.8;#;演出;37条点评
香港仔;西环/上环·距市中心3.8km;#;2.8;#;城市漫步;131条点评
玫瑰堂;尖沙咀·距市中心2.0km;#;2.8;#;香港很有名的结婚教堂;93条点评
立法会综合大楼;中环·距市中心4.3km;#;2.8;#;新古典主义建筑风格,历史建筑;142条点评
南丫风采发电站;离岛·距市中心15.0km;#;2.8;#;岛屿漫步;5条点评
铜锣湾花园;湾仔/铜锣湾·距市中心4.4km;#;2.8;#;园林花园;5条点评
《九龙城寨之围城》电影展;红磡/九龙城·距市中心2.6km;#;2.8;#;特色展馆;#
Dialogue in the Dark 黑暗中對話;距市中心2.8km;#;2.8;#;特色展馆;38条点评
红磡街市;距市中心2.3km;#;2.8;#;城市漫步;11条点评
马湾公园;荃湾·距市中心11.9km;#;2.8;#;充满趣味和艺术气息,游乐场;152条点评
爱群清真寺;湾仔/铜锣湾·距市中心4.8km;#;2.8;#;#;1条点评
中国香港 · 2025 WILD WILD THE HONG KONG TOUR;距市中心23.3km;#;2.8;#;演出;#
嘉道理农场暨植物园;距市中心13.7km;#;2.8;#;于展览馆内了解动植物知识,植物园;43条点评
启德体艺馆;红磡/九龙城·距市中心2.9km;#;2.8;#;#;#
尖沙咀中心;尖沙咀·距市中心2.6km;#;2.8;#;城市漫步;108条点评
迪士尼黑色世界;香港迪士尼乐园度假区·距市中心13.0km;#;2.8;#;#;59条点评
三栋屋博物馆;荃湾·距市中心7.7km;#;2.8;#;现存古老的围村之一,博物馆;169条点评
探險世界;香港迪士尼乐园度假区·距市中心13.2km;#;2.8;#;狮子王音乐剧表演;143条点评
《浮世清音》晚明江南艺术与文化展;距市中心11.7km;#;2.8;#;特色展馆;#
讯号山花园;尖沙咀·距市中心2.6km;#;2.8;#;公园&植物园;10条点评
万宜水库;距市中心20.0km;#;2.8;#;自然山水;45条点评
桥咀洲;距市中心13.7km;#;2.8;#;有亿年前形成的地质奇观,岛屿漫步;70条点评
长洲渡轮码头;离岛·距市中心19.0km;#;2.8;#;地标观景;10条点评
嘉咸街;中环·距市中心4.4km;#;2.7;#;城市漫步;7条点评
香港故事馆;距市中心5.1km;#;2.8;#;博物馆;15条点评
香港惩教博物馆;距市中心12.5km;#;2.8;#;历史爱好者的理想去处,博物馆;33条点评
南朗山;南区·距市中心8.5km;#;2.8;#;登高爬山;12条点评
玩具兵团跳降伞;香港迪士尼乐园度假区·距市中心13.4km;#;2.8;#;游乐场;2条点评
东湾;荃湾·距市中心11.6km;#;2.8;#;设有长洲风帆中心,海滨沙滩;48条点评
赤柱市集;距市中心12.1km;#;2.7;#;城市漫步;72条点评
香港仔避风塘;南区·距市中心8.3km;#;2.7;#;盛夏在避风塘沿岸观赏日落,海滨沙滩;270条点评
渣打银行大厦;中环·距市中心4.5km;#;2.7;#;建筑呈梯形样式,地标观景;25条点评
咸田湾;距市中心23.4km;#;2.7;#;沙滩细软、海水清澈,海滨沙滩;6条点评
室内游乐场;红磡/九龙城·距市中心4.0km;#;2.7;#;游乐场;3条点评
海洋公园高峰乐园;南区·距市中心9.5km;#;2.7;#;#;#
湾仔临时海滨花园;湾仔/铜锣湾·距市中心4.2km;#;2.7;#;夜游观景;28条点评
荃湾海滨公园;荃湾·距市中心7.6km;#;2.7;#;夜游观景;221条点评
香港儿童探索博物馆 Hong Kong Children’s Discovery Museum;距市中心7.0km;#;2.7;#;#;1条点评
西贡公众码头;距市中心12.9km;#;2.7;#;#;#
动漫基地;湾仔/铜锣湾·距市中心4.7km;#;2.7;#;博物馆;2条点评
虎山观景台;离岛·距市中心32.8km;#;2.7;#;#;10条点评
科学园;距市中心12.9km;#;2.7;#;以高科技及应用科技为主题;67条点评
新兴大厦;旺角·距市中心286m;#;2.7;#;登高爬山;3条点评
添马公园;中环·距市中心4.2km;#;2.7;#;园内遥望维多利亚港美景,夜游观景;81条点评
屯门公园;距市中心21.7km;#;2.7;#;公园&植物园;123条点评
森林河流之旅;香港迪士尼乐园度假区·距市中心13.2km;#;2.7;#;探索森林河流之旅,游乐场;19条点评
鸡公岭;距市中心18.6km;#;2.7;#;登高爬山;5条点评
湛山寺;距市中心13.0km;#;2.7;#;历史建筑;1条点评
泰山树屋;香港迪士尼乐园度假区·距市中心13.2km;#;2.7;#;树屋重温泰山经典传奇故事;142条点评
终审法院;中环·距市中心4.4km;#;2.7;#;历史建筑;37条点评
赤柱广场 - 天幕广场;距市中心11.9km;#;2.7;#;地标观景;13条点评
砵蘭街;旺角·距市中心<100m;#;2.7;#;城市漫步;5条点评
麦里浩径第四段;距市中心10.8km;#;2.7;#;#;1条点评
《广东摩登：艺术与视觉文化，1900至1970年代》M+特展;西九龙·距市中心2.3km;#;2.7;#;特色展馆;#
香港天际线;尖沙咀·距市中心2.9km;#;2.7;#;夜游观景;8条点评
天主教聖母無原罪主教座堂;中环·距市中心4.7km;#;2.7;#;仿歌德式设计;60条点评
榕树湾渡轮码头;离岛·距市中心12.0km;#;2.7;#;在此乘渡轮直接返回中环,地标观景;82条点评
《好物有型》精品展;尖沙咀·距市中心2.9km;#;2.7;#;特色展馆;#
万佛寺;沙田·距市中心7.8km;#;2.7;#;历史建筑;66条点评
旺角洗衣街;旺角·距市中心314m;#;2.7;#;城市漫步;10条点评
廈門灣;距市中心13.6km;#;2.6;#;海滨沙滩;5条点评
钻石山;距市中心4.6km;#;2.7;#;登高爬山;70条点评
香港金融管理局;中环·距市中心3.9km;#;2.7;#;特色展馆;22条点评
M+空中花园;西九龙·距市中心2.3km;#;2.7;#;园林花园;#
麦花臣场馆;旺角·距市中心370m;#;2.7;#;场馆展馆;#
浅水湾泳滩;距市中心9.6km;#;2.6;#;夜游观景;5条点评
中国银行大厦;中环·距市中心4.4km;#;2.6;#;地标观景;36条点评
中国香港 · CLOSE YOUR EYES《CLOSER MOMENTS》粉丝见面会;距市中心15.5km;#;2.7;#;演唱会;#
金庸故事馆;沙田·距市中心6.6km;#;2.6;#;特色展馆;18条点评
九龙湾;距市中心3.6km;#;2.6;#;MegaBox设在此处,自然山水;104条点评
《漫众同乐 — 幽默港漫格格趣》展览;沙田·距市中心6.6km;#;2.6;#;特色展馆;#
云枕山;距市中心11.9km;#;2.6;#;香港岛经典远足路线,登高爬山;108条点评
虎豹别墅;距市中心5.6km;#;2.6;#;中西合璧的建筑风格,博物馆;12条点评
M+夜不同;西九龙·距市中心2.3km;#;2.6;#;#;#
香港科學園;中环·距市中心4.7km;#;2.6;#;#;2条点评
九龙城;红磡/九龙城·距市中心2.6km;#;2.6;#;#;12条点评
YOHO Mall Midtown Garden;距市中心19.5km;#;2.6;#;#;#
北潭涌;距市中心17.8km;#;2.6;#;#;12条点评
石澳健康院;距市中心13.0km;#;2.6;#;地标观景;2条点评
海怡半岛;距市中心8.7km;#;2.6;#;欣赏日落美景,岛屿漫步;32条点评
荔枝角公园;荃湾·距市中心3.7km;#;2.6;#;公园&植物园;79条点评
小飞象旋转世界;香港迪士尼乐园度假区·距市中心13.3km;#;2.6;#;游乐场;9条点评
迪士尼故事剧场;香港迪士尼乐园度假区·距市中心13.3km;#;2.6;#;演出;#
红磡海滨花园;红磡/九龙城·距市中心2.8km;#;2.6;#;海滩&岛屿;11条点评
大围村;沙田·距市中心6.4km;#;2.6;#;历史悠久、规模较大;121条点评
青龙湾;距市中心13.2km;#;2.6;#;海滨沙滩;6条点评
骆克道街市熟食中心;湾仔/铜锣湾·距市中心4.6km;#;2.6;#;当地历史较长酒吧街之一,城市漫步;37条点评
皇后大道西;西环/上环·距市中心4.7km;#;2.6;#;城市漫步;66条点评
棉登径;尖沙咀·距市中心2.6km;#;2.6;#;酒吧众多的特色街区,城市漫步;55条点评
中间道儿童游乐场;尖沙咀·距市中心2.7km;#;2.6;#;游乐场;3条点评
鲤鱼门;距市中心7.8km;#;2.6;#;品尝当地特色的海鲜美食,地标观景;157条点评
天后古庙;离岛·距市中心12.1km;#;2.6;#;有上百年历史的天后古庙,历史建筑;57条点评
九龙寨城南门遗迹;红磡/九龙城·距市中心2.6km;#;2.6;#;历史建筑;1条点评
卫明珠《梨园遗珠》展览;沙田·距市中心6.6km;#;2.6;#;特色展馆;#
杨沛铿个展《别离庭》;西九龙·距市中心2.3km;#;2.6;#;特色展馆;#
伊利沙伯体育馆;湾仔/铜锣湾·距市中心5.0km;#;2.6;#;综合性多功能大型场馆,场馆展馆;67条点评
A'Museum 香港大仓博物馆;西环/上环·距市中心4.2km;#;2.6;#;博物馆;18条点评
北潭凹;距市中心20.2km;#;2.6;#;登高爬山;2条点评
时间球塔;距市中心2.7km;#;2.5;#;历史建筑;24条点评
前法国外方传道会大楼;中环·距市中心4.5km;#;2.5;#;历史建筑;26条点评
太子花墟道;旺角·距市中心717m;#;2.5;#;可见非洲菊、以色列香石竹,城市漫步;173条点评
南莲园池;距市中心4.3km;#;2.5;#;面积为三万五千平方米,公园&植物园;108条点评
睡公主城堡;香港迪士尼乐园度假区·距市中心13.2km;#;2.5;#;#;10条点评
九龙清真寺;尖沙咀·距市中心2.3km;#;2.5;#;#;151条点评
昂坪;香港国际机场·距市中心24.0km;#;2.5;#;登高爬山;11条点评
大屿山郊野公园;离岛·距市中心19.9km;#;2.5;#;自然山水;16条点评
Sky Bridge;香港国际机场·距市中心24.5km;#;2.5;#;#;2条点评
卢吉道观景台;距市中心5.1km;#;2.5;#;#;#
香港大会堂;中环·距市中心4.2km;#;2.5;#;特色展馆;27条点评
香港动漫电玩节;湾仔/铜锣湾·距市中心4.3km;#;2.4;#;节日;#
红砖屋;距市中心775m;#;2.5;#;历史建筑;58条点评
笔架山;距市中心3.4km;#;2.5;#;登高爬山;4条点评
Golden Scene Cinema 高先電影院;西环/上环·距市中心5.8km;#;2.5;#;#;1条点评
大白湾沙滩;离岛·距市中心16.1km;#;2.5;#;海滨沙滩;4条点评
2025香港羽毛球公开赛;红磡/九龙城·距市中心2.4km;#;2.4;#;赛事;#
中国香港 · Elijah Woods《Give Me The Sunlight》演唱会;西九龙·距市中心2.5km;#;2.5;#;演唱会;#
香港西九文化区《粤·乐·茶韵》演出;尖沙咀·距市中心1.9km;#;2.5;#;演出;#
2025 WTA香港网球公开赛;湾仔/铜锣湾·距市中心4.6km;#;2.5;#;赛事;#
星光夜游;距市中心2.9km;#;2.5;#;夜游观景;#
礼宾府;中环·距市中心4.7km;#;2.5;#;具有历史氛围的西式建筑,历史建筑;105条点评
蝴蝶湾公园;距市中心22.6km;#;2.5;#;地标观景;10条点评
洪圣古庙;湾仔/铜锣湾·距市中心4.9km;#;2.5;#;历史建筑;48条点评
太平山永利街;西环/上环·距市中心4.5km;#;2.5;#;城市漫步;6条点评
美国探险乐园;距市中心2.7km;#;2.5;#;主题乐园&游乐场;15条点评
香港理工大学邵逸夫体育馆;油麻地·距市中心1.9km;#;2.5;#;#;1条点评
国际金融中心二期;中环·距市中心3.9km;#;2.5;#;城市漫步;8条点评
许爱周科学馆;西环/上环·距市中心5.2km;#;2.5;#;#;25条点评
太空飞碟;香港迪士尼乐园度假区·距市中心13.1km;#;2.4;#;科技感十足带你探索宇宙奥秘,游乐场;13条点评
交易广场;中环·距市中心4.1km;#;2.5;#;地标观景;38条点评
麦兜铜像;尖沙咀·距市中心2.9km;#;2.4;#;#;1条点评
AME运动电竞馆;尖沙咀·距市中心2.5km;#;2.4;#;#;6条点评
广东道街区;西九龙·距市中心1.9km;#;2.4;#;城市漫步;9条点评
昂平营地;离岛·距市中心27.3km;#;2.4;#;露营·营地;3条点评
饶宗颐文化馆;荃湾·距市中心3.5km;#;2.4;#;历史建筑;82条点评
拉飞奇庭园;距市中心13.5km;#;2.4;#;园林花园;4条点评
南丫岛家乐径;离岛·距市中心12.6km;#;2.4;#;徒步;51条点评
古井;距市中心21.8km;#;2.4;#;历史建筑;11条点评
东岸公园主题区;湾仔/铜锣湾·距市中心4.0km;#;2.4;#;地标观景;18条点评
香港仔游艇会;南区·距市中心8.5km;#;2.4;#;#;#
美乐体验馆;距市中心5.7km;#;2.4;#;#;#
石板街;中环·距市中心4.4km;#;2.4;#;#;2条点评
将军澳南海滨长廊;距市中心10.0km;#;2.4;#;海滨沙滩;124条点评
东涌海滨长廊;香港国际机场·距市中心24.2km;#;2.4;#;海滩&岛屿;2条点评
鹤咀;距市中心15.2km;#;2.4;#;生物多样丰富,自然山水;30条点评
香港视觉艺术中心;中环·距市中心4.8km;#;2.4;#;领略视觉艺术的独特魅力,场馆展馆;18条点评
山顶缆车历史珍藏馆;中环·距市中心4.7km;#;2.4;#;特色展馆;70条点评
西九海滨长廊东闸入口;西九龙·距市中心2.1km;#;2.4;#;海滩&岛屿;#
九龙公众码头;距市中心2.9km;#;2.4;#;#;1条点评
Big Bus Sightseeing Services;中环·距市中心4.6km;#;2.4;#;#;#
赤柱天后庙;距市中心11.9km;#;2.4;#;历史建筑;39条点评
海运观点;距市中心2.8km;#;2.4;#;夜游观景;5条点评
洪圣爷湾泳滩;离岛·距市中心12.3km;#;2.4;#;多处海岸适宜垂钓,海滨沙滩;123条点评
奇妙梦想城堡;香港迪士尼乐园度假区·距市中心13.2km;#;2.4;#;游乐场;#
香港科技大学艺术中心;距市中心9.9km;#;2.4;#;场馆展馆;4条点评
大树先生的家 Mr.Tree - Family Restaurant 亲子餐厅 铜锣湾分店;湾仔/铜锣湾·距市中心4.7km;#;2.4;#;#;#
聖安德烈堂;尖沙咀·距市中心1.9km;#;2.4;#;九龙区悠久的教堂;124条点评
锡克教庙;湾仔/铜锣湾·距市中心5.0km;#;2.4;#;#;4条点评
跑马场游乐场4号足球场;距市中心5.4km;#;2.4;#;#;#
喷泉山谷;香港迪士尼乐园度假区·距市中心13.2km;#;2.4;#;造型独特的火山口般的喷泉底座,游乐场;3条点评
皇后大道中;中环·距市中心4.6km;#;2.4;#;城市漫步;#
中国香港 · Mahiru (茉ひる)  2025-2026亚洲巡演;红磡/九龙城·距市中心3.8km;#;2.5;#;演唱会;#
Distance Post W111;距市中心19.2km;#;2.4;#;#;#
大浪湾;距市中心11.7km;#;2.4;#;自然风光,海滨沙滩;59条点评
摩罗街;西环/上环·距市中心4.3km;#;2.4;#;仅长二百米的特色古董街,城市漫步;57条点评
电视广播城;距市中心11.5km;#;2.4;#;地标观景;13条点评
2Gather 聚好玩 室内儿童游乐场;沙田·距市中心8.7km;#;2.4;#;儿童乐园;6条点评
昂坪广场;离岛·距市中心28.1km;#;2.3;#;地标观景;85条点评
天后庙;距市中心15.6km;#;2.4;#;历史建筑;27条点评
榕树湾大街;离岛·距市中心12.1km;#;2.4;#;漫步街道欣赏美丽海景,城市漫步;78条点评
启德跑道公园;红磡/九龙城·距市中心5.1km;#;2.4;#;海滩&岛屿;3条点评
怡和大厦;中环·距市中心4.2km;#;2.4;#;地标观景;31条点评
公主皇室庭园贝儿合影地;香港迪士尼乐园度假区·距市中心13.3km;#;2.4;#;#;2条点评
中国香港 · 原创粤语音乐剧《大状王》;尖沙咀·距市中心1.9km;#;2.4;#;演出;#
西环基督教会－尖沙咀分堂;尖沙咀·距市中心2.2km;#;2.3;#;#;1条点评
西贡海滨公园;距市中心12.9km;#;2.3;#;海滩&岛屿;23条点评
香港富丽敦探险家儿童游乐场;南区·距市中心8.9km;#;2.3;#;#;#
汀九灣泳灘;荃湾·距市中心10.7km;#;2.3;#;海滨沙滩;61条点评
小镇广场米奇老鼠与米妮老鼠合影地;距市中心12.0km;#;2.3;#;游乐场;2条点评
屯门码头;距市中心21.7km;#;2.3;#;海滨沙滩;42条点评
中国香港 · 法国五月2025冯允谦&Joyce Jonathan《心动回响》音乐会;距市中心2.8km;#;2.4;#;演唱会;#
青年广场;距市中心9.3km;#;2.3;#;地标观景;14条点评
Sense of Touch 西营盘;西环/上环·距市中心4.6km;#;2.3;#;SPA/按摩;2条点评
蒲台群岛;距市中心19.1km;#;2.3;#;香港法定古迹蒲台岛石刻,岛屿漫步;91条点评
灰姑娘旋轉木馬;香港迪士尼乐园度假区·距市中心13.3km;#;2.3;#;游乐场;14条点评
慈云山观音庙;距市中心4.9km;#;2.3;#;历史建筑;2条点评
转转弹弓狗;香港迪士尼乐园度假区·距市中心13.4km;#;2.3;#;游乐场;7条点评
西湾沙滩;距市中心22.5km;#;2.3;#;海滨沙滩;1条点评
情人桥;距市中心13.4km;#;2.3;#;#;1条点评
圆玄学院;荃湾·距市中心8.6km;#;2.3;#;珍藏有儒、释、道三教书刊,公园&植物园;56条点评
旧湾仔邮政局;湾仔/铜锣湾·距市中心5.0km;#;2.3;#;现为香港环境资源中心,历史建筑;95条点评
香港仔观光舢舨;南区·距市中心8.1km;#;2.3;#;#;#
鸭脷洲风之塔公园;南区·距市中心8.5km;#;2.3;#;公园&植物园;15条点评
狮子山郊野公园;距市中心4.0km;#;2.3;#;公园&植物园;37条点评
将军澳医院;距市中心10.3km;#;2.3;#;《妙手仁心》医院原型,地标观景;55条点评
UTS终极网球赛-香港站;距市中心2.9km;#;2.2;#;赛事;#
大榄郊野公园;距市中心13.4km;#;2.3;#;公园&植物园;34条点评
轩尼诗道游乐场;湾仔/铜锣湾·距市中心4.7km;#;2.3;#;游乐场;7条点评
北角海滨花园宠物公园;北角/鲗鱼涌·距市中心4.4km;#;2.3;#;海滩&岛屿;22条点评
香港趣志家;距市中心23.3km;#;2.3;#;主题乐园&游乐场;#
中西区海滨长廊－上环段;西环/上环·距市中心3.9km;#;2.3;#;夜游观景;#
将军澳海滨公园;距市中心9.5km;#;2.3;#;海滩&岛屿;#
ICC声光耀维港;西九龙·距市中心2.0km;#;2.3;#;演出;29条点评
星光花园;尖沙咀·距市中心2.6km;#;2.3;#;园林花园;29条点评
圣玛加利大堂;湾仔/铜锣湾·距市中心5.3km;#;2.3;#;#;31条点评
青山禅院;距市中心23.1km;#;2.3;#;历史建筑;53条点评
香港ISSF气枪射击中心;荃湾·距市中心6.6km;#;2.3;#;#;#
NAMCO 朗豪坊店;旺角·距市中心175m;#;2.3;#;#;#
元朗又新街;距市中心19.8km;#;2.3;#;城市漫步;24条点评
昂平360维修栈道;离岛·距市中心27.6km;#;2.3;#;#;#
香港上环文娱中心展览厅;西环/上环·距市中心4.2km;#;2.3;#;博物馆;23条点评
黄大仙文化公园;红磡/九龙城·距市中心3.2km;#;2.3;#;公园&植物园;3条点评
圣母玫瑰堂;西环/上环·距市中心5.9km;#;2.2;#;历史建筑;2条点评
荃灣公園寵物花園;荃湾·距市中心8.0km;#;2.2;#;公园&植物园;18条点评
东龙洲;距市中心14.7km;#;2.2;#;热门攀岩和徒步场地,露营·营地;53条点评
香港仔郊野公园;距市中心6.6km;#;2.2;#;公园&植物园;55条点评
成品生活 (尖沙咀店);距市中心2.8km;#;2.2;#;#;17条点评
大浪西湾;距市中心22.9km;#;2.2;#;露营·营地;6条点评
桥咀岛;距市中心13.4km;#;2.2;#;#;1条点评
骏景广场;沙田·距市中心9.5km;#;2.2;#;地标观景;13条点评
中国香港 · betcover!! 2025巡演;红磡/九龙城·距市中心3.8km;#;2.2;#;演唱会;#
自由空间;距市中心2.5km;#;2.2;#;#;#
大棠有机生态园;距市中心17.9km;#;2.2;#;主题乐园&游乐场;49条点评
山顶腊像馆;距市中心5.7km;#;2.2;#;特色展馆;3条点评
香港动漫海滨乐园;湾仔/铜锣湾·距市中心3.9km;#;2.2;#;海滩&岛屿;#
石澳郊野公园;距市中心9.8km;#;2.2;#;公园&植物园;4条点评
Breakaway Hong Kong;南区·距市中心8.1km;#;2.2;#;游艇帆船;#
The Wall Street Bar & Lounge;尖沙咀·距市中心2.1km;#;2.2;#;城市漫步;1条点评
西湾亭;距市中心21.4km;#;2.2;#;#;#
浪涛水族馆;距市中心439m;#;2.2;#;动物园&水族馆;3条点评
赛马会德华公园;荃湾·距市中心7.7km;#;2.2;#;公园&植物园;23条点评
河畔花园;沙田·距市中心7.4km;#;2.2;#;公园&植物园;28条点评
南丰纱厂;荃湾·距市中心8.7km;#;2.2;#;#;15条点评
绿蛋岛;距市中心14.7km;#;2.2;#;岛屿漫步;3条点评
海洋公园缆车站;南区·距市中心8.1km;#;2.2;#;#;#
香港高尔夫球会;距市中心20.3km;#;2.2;#;#;13条点评
屯门黄金海岸海豚广场;距市中心19.3km;#;2.2;#;地标观景;24条点评
中国香港 · 邱锋泽X黄伟晋《infinity 永远永远》巡回音乐会;旺角·距市中心370m;#;2.1;#;演唱会;#
