景点名称;地点;景点级别;热度;口碑;标签;评论
音乐喷泉;距市中心341m;#;1.9;#;地标观景;#
Studio City Event Center;距市中心5.4km;#;1.9;#;#;#
南湾‧雅文湖畔;距市中心532m;#;1.9;#;地标观景;17条点评
德成按典当业展示馆;距市中心1.0km;#;1.9;#;领略传统典当业风貌,特色展馆;56条点评
冼星海纪念馆;距市中心2.1km;#;1.9;#;#;#
主教山圣母了望台;距市中心860m;#;1.9;#;地标观景;4条点评
澳门超雄帝国体育馆;距市中心1.2km;#;1.9;#;场馆展馆;#
友谊广场;距市中心455m;#;1.8;#;地标观景;#
康公庙;距市中心721m;#;1.8;#;历史建筑;6条点评
益隆炮竹厂;距市中心3.8km;#;1.8;#;#;16条点评
《璨星》古蜀文明沉浸式数字艺术展览;距市中心520m;#;1.8;#;特色展馆;#
《窑韵凝珍》澳门艺术博物馆藏石湾陶瓷大展;距市中心1.2km;#;1.8;#;特色展馆;#
西湾湖;距市中心944m;#;1.8;#;远眺美丽的观光塔,自然山水;58条点评
营地大街;距市中心960m;#;1.8;#;城市漫步;1条点评
司打口;距市中心1.1km;#;1.8;#;历史建筑;#
大堂广场;距市中心555m;#;1.8;#;城市漫步;4条点评
凼仔牌坊;距市中心4.2km;#;1.8;#;历史建筑;#
澳门手信博物馆;距市中心1.2km;#;1.8;#;#;#
氹仔旧城区艺术空间;距市中心4.0km;#;1.8;#;#;7条点评
银座广场(澳门半岛白马行店);距市中心882m;#;1.8;#;地标观景;4条点评
白鸽巢公园;距市中心1.4km;#;1.8;#;古木参天、树木葱郁,公园&植物园;88条点评
土地庙;距市中心1.2km;#;1.8;#;历史建筑;25条点评
第三届澳门国际酷儿影展;距市中心4.8km;#;1.9;#;特色展馆;#
跛脚梯;距市中心4.0km;#;1.8;#;城市漫步;8条点评
松山市政公园;距市中心1.6km;#;1.8;#;公园&植物园;11条点评
《风起濠镜》明清档案中的澳门故事;距市中心6.7km;#;1.8;#;特色展馆;#
童乐坊;距市中心4.4km;#;1.8;#;#;#
烧灰炉公园;距市中心605m;#;1.8;#;公园&植物园;8条点评
鲁班先师木工艺陈列馆;距市中心1.1km;#;1.8;#;博物馆&展馆;6条点评
澳门科技大学运动场;距市中心4.6km;#;1.8;#;场馆展馆;#
宋玉生广场;距市中心1.4km;#;1.8;#;地标观景;15条点评
《根与魂》甘肃省物质文化遗产展览;距市中心1.1km;#;1.6;#;特色展馆;#
《25莲华》澳门回归25周年艺术展;距市中心4.9km;#;1.6;#;特色展馆;#
纷纷乐动感世界;距市中心2.2km;#;1.7;#;游乐场;1条点评
The Spectacle (MGM Cotai);距市中心5.1km;#;1.7;#;历史建筑;5条点评
澳门荔枝碗船厂片区;距市中心7.4km;#;1.7;#;#;#
心形树;距市中心1.5km;#;1.7;#;#;3条点评
何贤公园;距市中心888m;#;1.7;#;公园&植物园;2条点评
圣味基坟场;距市中心1.3km;#;1.7;#;#;31条点评
得胜花园;距市中心1.8km;#;1.7;#;植物园;8条点评
佐治･欧华利塑像;距市中心600m;#;1.7;#;历史建筑;#
《电影中漫步》电影场景特展 ENCORE;距市中心1.2km;#;1.6;#;特色展馆;#
李锐奋个展《古巴’92》;距市中心4.0km;#;1.6;#;特色展馆;#
青洲坊莲花广场;距市中心2.7km;#;1.7;#;#;#
儿童王国;距市中心2.8km;#;1.7;#;#;#
松山军用隧道A组;距市中心1.3km;#;1.7;#;#;12条点评
CGV Cinemas Macau;距市中心3.2km;#;1.7;#;#;#
友谊雕塑;距市中心1.1km;#;1.7;#;#;1条点评
天主堂;距市中心7.8km;#;1.7;#;#;#
南湾大马路;距市中心483m;#;1.6;#;城市漫步;1条点评
澳门动物标本展示馆;距市中心7.8km;#;1.6;#;特色展馆;#
全艺社;距市中心737m;#;1.6;#;#;1条点评
上葡京艺术文化展馆;距市中心5.6km;#;1.6;#;#;#
Fun Fun Kart卡丁车;距市中心5.9km;#;1.6;#;#;3条点评
上架行会馆;距市中心1.0km;#;1.6;#;历史建筑;2条点评
沙梨头图书馆;距市中心1.7km;#;1.6;#;#;4条点评
郑观应纪念馆;距市中心928m;#;1.6;#;#;#
凼仔市集;距市中心4.1km;#;1.6;#;城市漫步;#
加思栏兵营;距市中心540m;#;1.6;#;历史建筑;45条点评
Art on 23;距市中心4.8km;#;1.6;#;特色展馆;#
三婆庙;距市中心3.9km;#;1.5;#;历史建筑;2条点评
荔枝碗休憩公园;距市中心7.5km;#;1.6;#;公园&植物园;#
竹林寺;距市中心1.8km;#;1.6;#;历史建筑;24条点评
《暖暖宠纪》董嘉慧个人画展;距市中心1.2km;#;1.6;#;特色展馆;#
《寻梦园》严芳个人作品展;距市中心5.2km;#;1.6;#;特色展馆;#
望德圣母湾湿地生态观赏区;距市中心4.5km;#;1.6;#;自然山水;#
Foot Hub 悠然自足;距市中心4.3km;#;1.6;#;#;#
中西药局旧址;距市中心1.1km;#;1.6;#;历史建筑;1条点评
茶文化馆;距市中心1.6km;#;1.6;#;中西合璧风格的喝茶场所,博物馆&展馆;38条点评
恩尼斯花园;距市中心7.7km;#;1.5;#;园林花园;#
买草地街;距市中心934m;#;1.6;#;城市漫步;21条点评
马礼逊教堂;距市中心1.1km;#;1.5;#;#;1条点评
嘉模墟;距市中心3.6km;#;1.5;#;历史建筑;13条点评
Centro Comercial Teatro Capitol;距市中心840m;#;1.5;#;历史建筑;#
西望洋花园;距市中心1.0km;#;1.5;#;公园&植物园;#
三盏灯圆地;距市中心1.8km;#;1.5;#;#;#
九澳水库郊野公园;距市中心7.8km;#;1.5;#;公园&植物园;#
澳门葡人之家协会;距市中心863m;#;1.5;#;历史建筑;#
House on Estrada do Engenheiro Trigo;距市中心1.1km;#;1.5;#;历史建筑;#
Le Jardin;距市中心5.3km;#;1.5;#;#;1条点评
Rio Hotel Macau Sauna Place;距市中心944m;#;1.5;#;#;#
嘉模会馆;距市中心4.1km;#;1.5;#;历史建筑;#
八角亭图书馆;距市中心618m;#;1.5;#;形似八角而得名;59条点评
冯绍涟画廊;距市中心1.1km;#;1.5;#;特色展馆;#
澳门青年创业孵化中心;距市中心1.0km;#;1.5;#;特色展馆;#
大堂前地;距市中心760m;#;1.5;#;夜游观景;#
冼星海纪念铜像;距市中心1.2km;#;1.5;#;#;#
圣若瑟劳工主保堂;距市中心3.0km;#;1.5;#;#;21条点评
Alice in the Wonderland;距市中心557m;#;1.5;#;#;#
基督教坟;距市中心1.1km;#;1.5;#;#;31条点评
蒙地卡罗前地;距市中心1.3km;#;1.5;#;#;#
圣雅各伯小堂;距市中心1.4km;#;1.5;#;#;26条点评
东西汇聚区;距市中心176m;#;1.5;#;城市漫步;#
菩提园;距市中心3.0km;#;1.4;#;历史建筑;51条点评
观音堂;距市中心2.1km;#;1.4;#;#;#
Kou Hening Mansion (Avenida da Praia Grande);距市中心635m;#;1.4;#;历史建筑;#
荷兰园二马路;距市中心1.2km;#;1.4;#;城市漫步;1条点评
礼宾府;距市中心993m;#;1.4;#;#;2条点评
宋玉生公园;距市中心816m;#;1.4;#;眺望澳门海景和观音莲花苑,公园&植物园;42条点评
佳景乐园;距市中心1.4km;#;1.4;#;设有保龄球场馆,主题乐园&游乐场;10条点评
信荣船厂;长隆旅游度假区·距市中心7.4km;#;1.4;#;历史建筑;1条点评
螺丝山公园;距市中心2.2km;#;1.4;#;公园&植物园;84条点评
路环天后古庙;距市中心8.0km;#;1.4;#;#;#
華士古達嘉馬花園;距市中心1.1km;#;1.4;#;园林花园;28条点评
林茂海边马路休憩区;距市中心2.0km;#;1.4;#;公园&植物园;3条点评
告利雅施利华街;距市中心4.1km;#;1.4;#;城市漫步;7条点评
G32 Gallery影艺廊;距市中心1.1km;#;1.4;#;#;#
康真君庙/望厦坊众互助会;距市中心2.1km;#;1.4;#;#;#
文化局;距市中心1.5km;#;1.4;#;历史建筑;1条点评
Inclined Elevator (Grand Taipa Viewing Platform);距市中心4.0km;#;1.4;#;#;1条点评
石敢当行台;距市中心1.7km;#;1.4;#;历史建筑;1条点评
Planet J 冒险王国;距市中心5.1km;#;1.4;#;#;#
澳门设计中心;距市中心2.5km;#;1.4;#;特色展馆;12条点评
莲溪庙;距市中心1.7km;#;1.3;#;历史建筑;41条点评
澳门大堂巷;距市中心882m;#;1.3;#;城市漫步;#
创意空间;距市中心1.2km;#;1.3;#;特色展馆;#
塔石艺文馆;距市中心1.4km;#;1.3;#;#;1条点评
Graffiti;距市中心1.1km;#;1.3;#;#;#
高可宁大宅;距市中心837m;#;1.3;#;历史建筑;1条点评
大炮台展览室;距市中心1.1km;#;1.3;#;#;#
凼仔人工湿地公园;距市中心4.1km;#;1.2;#;自然山水;#
中华民族雕塑园;距市中心854m;#;1.2;#;#;#
沙梨头更馆;距市中心1.7km;#;1.2;#;特色展馆;3条点评
立方米综合活动中心;距市中心3.7km;#;1.2;#;特色展馆;1条点评
飞鹰培训基地;距市中心7.8km;#;1.2;#;#;1条点评
运动场圆形地;距市中心3.6km;#;1.2;#;#;1条点评
十字花园;距市中心4.1km;#;1.2;#;公园&植物园;#
游乐町;距市中心1.4km;#;1.2;#;#;#
Wall of St. Francis Fortress;距市中心472m;#;1.2;#;历史建筑;#
Matteo Ricci statue;距市中心1.2km;#;1.2;#;#;#
凼仔市政公园;距市中心4.0km;#;1.2;#;公园&植物园;#
马交石炮台;距市中心2.2km;#;1.2;#;历史建筑;14条点评
沙梨头土地庙;距市中心1.7km;#;1.2;#;#;#
和丽女神喷泉;距市中心4.1km;#;1.2;#;地标观景;#
青少年展艺馆;距市中心1.2km;#;1.2;#;特色展馆;#
望厦山市政公园;距市中心2.4km;#;1.2;#;公园&植物园;6条点评
黑沙环公园黄营均图书馆;距市中心2.8km;#;1.1;#;#;13条点评
佛光山澳门禅净中心;距市中心1.9km;#;1.1;#;#;#
Avenida 5 de Outubro;长隆旅游度假区·距市中心7.9km;#;1.1;#;历史建筑;#
黑沙环第四街休憩区;距市中心2.6km;#;1.1;#;公园&植物园;1条点评
凼仔图书馆;距市中心4.4km;#;1.1;#;#;4条点评
Memorial of the 1844 Wangxia Treaty;距市中心2.0km;#;1.1;#;历史建筑;#
融和门;距市中心1.4km;#;1.1;#;历史建筑;34条点评
三角花园;距市中心2.5km;#;1.1;#;公园&植物园;9条点评
柿山结义堂;距市中心952m;#;1.1;#;历史建筑;#
Feira Do Carmo;距市中心4.0km;#;1.1;#;#;#
绿杨花园休憩区;距市中心2.2km;#;1.1;#;公园&植物园;5条点评
瑪利二世皇后眺望台;距市中心2.3km;#;1.1;#;地标观景;8条点评
药山禅院;距市中心1.5km;#;1.3;#;#;3条点评
饶宗颐学艺馆;距市中心1.4km;#;1.1;#;特色展馆;3条点评
香山岛;距市中心1.5km;#;1.1;#;岛屿漫步;#
Alto De Coloane Park;距市中心7.5km;#;1.1;#;#;1条点评
澳门欧洲研究学会;距市中心1.0km;#;1.1;#;历史建筑;#
澳门时尚廊;距市中心1.1km;#;1.1;#;特色展馆;#
和隆街;距市中心1.1km;#;1.1;#;城市漫步;1条点评
Hac Sa Grass Slide Playground 黑沙水庫滑草場;距市中心7.5km;#;1.1;#;#;#
Blue House;距市中心1.2km;#;1.1;#;历史建筑;#
湖畔公园;距市中心3.7km;#;1.1;#;公园&植物园;#
澳门基本法纪念馆;距市中心1.4km;#;1.1;#;博物馆&展馆;22条点评
若瑟 山度士 飞利拉雕像;距市中心706m;#;1.1;#;#;#
九澳高顶烧烤公园;距市中心7.2km;#;1.1;#;公园&植物园;#
新花园泳池;距市中心1.2km;#;1.1;#;#;#
澳门旗缘旗袍体验馆;距市中心985m;#;1.0;#;#;#
澳门乐缘文创工作坊;距市中心1.3km;#;1.0;#;#;#
肥利喇亚美打大马路;距市中心1.4km;#;#;#;城市漫步;20条点评
UA银河电影院;距市中心4.2km;#;#;#;澳门很大的3D影城,场馆展馆;53条点评
中华民族雕塑园;距市中心4.3km;#;#;#;特色展馆;#
澳门拳艺俱乐部;距市中心1.8km;#;#;#;#;#
澳门陆军俱乐部网球会;距市中心881m;#;#;#;场馆展馆;1条点评
神召会澳门福音堂;距市中心2.1km;#;#;#;#;1条点评
卢廉若公园养心堂;距市中心1.5km;#;#;#;#;3条点评
Seng Wong Temple;距市中心2.2km;#;#;#;#;1条点评
Flip Out Macau;距市中心5.5km;#;#;#;#;#
St. Raphael Hospital and Garden;距市中心897m;#;#;#;历史建筑;1条点评
Na Zha Gu Miao (Shi Shan Na Zha Miao);距市中心955m;#;#;#;#;#
Fontaine Wallace;距市中心4.0km;#;#;#;地标观景;#
Banco Nacional Ultramarino;距市中心641m;#;#;#;历史建筑;#
Leisure Area in Praca de Jorge Alvares;距市中心589m;#;#;#;#;1条点评
The Moosa Houses;距市中心712m;#;#;#;历史建筑;#
Pavilion of Exhibitions and Artistic Shows for Young People;距市中心1.3km;#;#;#;历史建筑;#
Largo do Pagode do Bazar;距市中心1.3km;#;#;#;#;1条点评
Instituto Cultural de Macau (ICM);距市中心1.3km;#;#;#;历史建筑;#
「涟」水疗;距市中心5.3km;#;#;#;SPA/按摩;1条点评
「澄」水疗;距市中心3.0km;#;#;#;SPA/按摩;5条点评
澳门银河酒店影舞银光;距市中心5.7km;#;#;#;#;1条点评
Sam Chan Dang (Rotunda de Carlos da Maia);距市中心1.8km;#;#;#;历史建筑;1条点评
Av. View of Lake Nam Van;距市中心506m;#;#;#;#;1条点评
Guan Yin Statue;距市中心944m;#;#;#;#;#
Mong-Ha Sports Centre;距市中心2.4km;#;#;#;场馆展馆;2条点评
巴波沙体育中心;距市中心2.9km;#;#;#;场馆展馆;#
Wallace Fountain;距市中心634m;#;#;#;地标观景;#
Pavilhão Cheok Kun;距市中心1.1km;#;#;#;#;#
Coloane North-east Hiking Trail Network;距市中心6.9km;#;#;#;#;#
Casa Creativa;距市中心4.1km;#;#;#;#;#
Taipa Hills Memorial;距市中心3.5km;#;#;#;#;#
水塘公园;距市中心1.9km;#;#;#;公园&植物园;2条点评
澳门美丽湿地;距市中心4.1km;#;#;#;自然山水;#
莲峰体育中心;距市中心2.3km;#;#;#;场馆展馆;#
Emporio di Gondola;距市中心4.8km;#;#;#;#;#
IACM Dogs Garden/Park;距市中心2.7km;#;#;#;园林花园;#
Wangxia Shan;距市中心2.4km;#;#;#;登高爬山;#
MOONEY M20E;距市中心6.9km;#;#;#;#;#
凼仔东北体育中心;距市中心3.2km;#;#;#;场馆展馆;#
Ecological Trail Garden of Medicinal and Aromatic plants 香徑藥谷生態園區;距市中心7.1km;#;#;#;公园&植物园;#
望厦山健康径;距市中心2.4km;#;#;#;#;#
IACM Dog Park;距市中心2.9km;#;#;#;#;#
花城公园侧之空地;距市中心3.7km;#;#;#;公园&植物园;#
金像步行径;距市中心8.1km;#;#;#;#;#
得胜体育中心;距市中心1.3km;#;#;#;场馆展馆;#
九澳高顶家乐径;距市中心7.2km;#;#;#;#;#
Taipa Food Street;距市中心4.0km;#;#;#;城市漫步;1条点评
Jardim da Rua da Boa Vista;距市中心739m;#;#;#;#;#
UCKG HelpCenter - Centro de Ajuda Universal;距市中心542m;#;#;#;#;#
Nam Van Lake Nautical Centre;距市中心491m;#;#;#;#;#
Macau Islamic Mosque & Cemetery;距市中心2.1km;#;#;#;#;#
Taipa Grande;距市中心3.9km;#;#;#;#;#
Capela de São Miguel Arcanjo;距市中心1.3km;#;#;#;#;#
Macau Pak Kap Chao Baptist Church;距市中心2.0km;#;#;#;#;#
Grass sliding ground at the Taipa Grande Natural Park;距市中心4.3km;#;#;#;#;#
Parque de Merendas de Cheoc Van;距市中心8.3km;#;#;#;#;#
Jardim do Carmo;距市中心4.0km;#;#;#;#;#
Red Market Library;距市中心2.1km;#;#;#;#;1条点评
Dancing fountains;距市中心5.2km;#;#;#;#;#
Cineteatro Macau;距市中心699m;#;#;#;#;#
The Pearl;距市中心3.2km;#;#;#;#;#
Cultural Affairs Bureau;距市中心1.3km;#;#;#;#;#
Old Court Building;距市中心646m;#;#;#;#;#
Macau Guia Circuit - Melco Hairpin;距市中心2.2km;#;#;#;#;#
Hac Sá Long Chao Kok Coastal Trail;距市中心8.5km;#;#;#;#;1条点评
Edf. Industrial Man Kei;距市中心2.2km;#;#;#;#;#
Rock of Tiger;距市中心8.4km;#;#;#;#;#
MGM Grand Lion Statue;距市中心606m;#;#;#;#;#
茶博物馆;距市中心1.6km;#;#;#;#;#
澳门银河度假村东翼广场;距市中心4.3km;#;#;#;#;#
奥林匹克体育中心游泳馆;距市中心3.9km;#;#;#;#;#
第三十五届澳门艺术节;距市中心1.3km;#;#;#;节日;#
澳门鱼行醉龙节;距市中心1.3km;#;#;#;节日;#
悦水疗 YOUTH SPA;距市中心704m;#;#;#;#;#
THE KARL LAGERFELD 水疗中心;距市中心5.8km;#;#;#;#;#
Palazzo Versace 水疗中心;距市中心5.8km;#;#;#;#;#
上葡京水疗中心;距市中心5.7km;#;#;#;#;#
鸭涌河自由波地;距市中心2.9km;#;#;#;#;#
Yoga Life Taipa;距市中心3.8km;#;#;#;#;#
Macao Fitness;距市中心447m;#;#;#;#;#
大型浮雕及瞭望台;距市中心2.7km;#;#;#;#;#
臻SPA国际水疗会所;距市中心3.4km;#;#;#;#;#
Lucky Fitness 24/7 Macau;距市中心2.7km;#;#;#;#;#
鲍思高体育中心;距市中心2.0km;#;#;#;#;#
24/7 FITNESS Macau - New Port;距市中心809m;#;#;#;#;#
Canidrome;距市中心2.5km;#;#;#;#;#
Familia Nobre;距市中心747m;#;#;#;#;#
路氹展场;距市中心5.1km;#;#;#;#;#
Just For Fun 奇趣大本營;距市中心810m;#;#;#;#;#
静水疗 TRANQUIL SPA;距市中心3.7km;#;#;#;#;#
Batman Dark Flight;距市中心5.5km;#;#;#;#;#
SY SPA  氹仔茵景园店-水月KITTY;距市中心3.9km;#;#;#;#;#
A-Ma Pier;横琴口岸/国际会展中心·距市中心1.3km;#;#;#;#;#
Seac Min Pun Ancient Path;距市中心8.1km;#;#;#;#;#
新豪门桑拿殿;距市中心764m;#;#;#;#;#
Vinca Foot Spa 花之道浴足;距市中心5.4km;#;#;#;#;#
Live Music Association Introduction;距市中心2.2km;#;#;#;#;#
Largo do Bazar;长隆旅游度假区·距市中心7.8km;#;#;#;#;#
Crossfit XVI;距市中心2.1km;#;#;#;#;#
Leisure Area in Avenida Marginal do Lam Mau;距市中心2.0km;#;#;#;#;#
Tria Spa (MGM Macau);距市中心536m;#;#;#;#;#
Mandarin Oriental, Macau;距市中心479m;#;#;#;#;1条点评
Hác Sá Beach Playground;距市中心7.9km;#;#;#;#;#
Life Project Macau;距市中心602m;#;#;#;#;#
Barra Fort;横琴口岸/国际会展中心·距市中心1.4km;#;#;#;#;#
Tin Hau Temple Coloane;距市中心8.0km;#;#;#;#;#
Flex Fitness Macau - Areia Preta 黑沙環;距市中心2.6km;#;#;#;#;#
Shine Spa for Sheraton;距市中心5.2km;#;#;#;#;#
Flex Fitness Macau - Taipa 氹仔;距市中心3.4km;#;#;#;#;#
Tin Hau Temple;距市中心2.5km;#;#;#;#;#
24/7 FITNESS Macau - Taipa;距市中心3.2km;#;#;#;#;#
The Excellent Sauna;距市中心457m;#;#;#;#;#
Lam Mau Children's Playground;距市中心2.0km;#;#;#;#;#
Cheoc Van Swimming Pool;距市中心8.4km;#;#;#;#;#
东方皇堡水疗会所;距市中心1.5km;#;#;#;#;#
Top One Performance;距市中心880m;#;#;#;#;#
Coloane Children's Playground;长隆旅游度假区·距市中心8.0km;#;#;#;#;#
Warner Bros. Fun Zone;距市中心5.5km;#;#;#;#;#
Lotus Flower In Full Bloom;距市中心1.4km;#;#;#;#;#
Roman Amphitheatre;距市中心1.5km;#;#;#;#;#
二龍喉浸信會;距市中心1.7km;#;#;#;#;#
Garden of the Surrounding of Monte Fort;距市中心1.1km;#;#;#;#;#
China Law Building;距市中心649m;#;#;#;#;#
足康乐 国际中心分店（金龙酒店对面）;距市中心1.5km;#;#;#;#;1条点评
Flex Fitness Macau- Patane 提督店;距市中心1.8km;#;#;#;#;#
Teatro Clementina Leitão Ho Brito;距市中心2.9km;#;#;#;#;#
官乐怡基金会;距市中心663m;#;#;#;#;#
International Certified Yoga Teachers Association Macao;距市中心2.2km;#;#;#;#;#
Cotai Ecological Reserve;横琴口岸/国际会展中心·距市中心5.3km;#;#;#;#;#
The One Sauna;距市中心782m;#;#;#;#;#
Hong Chan Kuan Temple;距市中心1.2km;#;#;#;#;#
Hác Sá Campsite;距市中心7.9km;#;#;#;#;#
Parque da Estrada do Dique Oeste;横琴口岸/国际会展中心·距市中心5.5km;#;#;#;#;#
Lotus Bridge;横琴口岸/国际会展中心·距市中心5.5km;#;#;#;#;#
Centro De Bowling / Academia De Tenis / Macau International Shooting Range;距市中心5.6km;#;#;#;#;#
Carmo Swimming Pools;距市中心4.0km;#;#;#;#;#
Bee Active;距市中心2.4km;#;#;#;#;#
The Plaza Macao;距市中心5.0km;#;#;#;#;#
Pau Kung Temple;距市中心1.3km;#;#;#;#;#
Yoga Light;距市中心887m;#;#;#;#;#
Nirvana Spa Macau;距市中心2.9km;#;#;#;#;#
Lotus Cycling Track, Taipa;横琴口岸/国际会展中心·距市中心4.9km;#;#;#;#;#
澳门文华东方酒店水疗中心;距市中心475m;#;#;#;#;#
东方水疗会;距市中心1.2km;#;#;#;#;#
Leisure Area in Rua Quatro do Bairro Iao Hon;距市中心2.8km;#;#;#;#;#
Rest Area of Green Poplar;距市中心2.2km;#;#;#;#;#
Cinematheque‧Passion;距市中心1.2km;#;#;#;#;#
Ocean Club;距市中心2.6km;#;#;#;#;#
Yoga Light Ocean Plaza Taipa;距市中心2.9km;#;#;#;#;#
Golden Sauna;距市中心571m;#;#;#;#;#
Solution Climbing Gym;距市中心3.2km;#;#;#;#;#
Workers Stadium;拱北口岸/富华里·距市中心3.2km;#;#;#;#;#
Instituto Português do Oriente (IPOR);距市中心938m;#;#;#;#;#
RA fitness;距市中心1.9km;#;#;#;#;#
JW Kids Club;距市中心4.6km;#;#;#;#;#
Every Nation Macau Church;距市中心525m;#;#;#;#;#
澳门长虹艺术活动中心;距市中心2.2km;#;#;#;#;#
第32届澳门国际烟花比赛汇演;距市中心1.0km;#;#;#;节日;#
第二十四届澳门美食节;距市中心852m;#;#;#;节日;1条点评
澳门秋季塔石艺墟;距市中心1.3km;#;#;#;节日;#
泰之殿 The Thai Hall Spa - 英皇店;距市中心456m;#;#;#;#;#
万圣节池畔派对;距市中心449m;#;#;#;节日;#
2024年烂鬼楼巡礼;距市中心1.1km;#;#;#;节日;#
第六届相约澳门中葡文化艺术节;距市中心1.3km;#;#;#;节日;1条点评
2024荷兰园巡礼;距市中心1.1km;#;#;#;节日;#
澳门国际默剧节2024;距市中心1.3km;#;#;#;节日;#
第一届澳门素食嘉年华;距市中心1.5km;#;#;#;节日;#
2024澳门圣诞市集;距市中心1.3km;#;#;#;节日;#
2025澳门除夕倒数活动;距市中心4.1km;#;#;#;节日;#
2025澳门农历新年花车汇演;距市中心852m;#;#;#;节日;#
2025澳门灵蛇献瑞烟花汇演;距市中心1.0km;#;#;#;节日;#
2025年农历春节年宵市场;距市中心1.3km;#;#;#;节日;#
2025澳门国际幻彩大巡游;距市中心1.1km;#;#;#;节日;#
BEEBEELAND 蜂狂天地;距市中心5.9km;#;#;#;#;#
印度色彩节2025@澳门;距市中心4.3km;#;#;#;节日;#
中国澳门 · KAI 2025《KAION》个人巡回演唱会;距市中心5.1km;#;#;#;演唱会;#
第二届澳门国际喜剧节;距市中心5.3km;#;#;#;节日;#
中国澳门 · G-DRAGON 2025 WORLD TOUR [Übermensch] IN MACAU, presented by Galaxy Macau™;距市中心4.3km;#;#;#;演唱会;8条点评
澳门渔人码头-励骏广场;距市中心1.5km;#;#;#;#;#
中国澳门 · 夏贤尚2025《FINE DAY WITH HYUN SANG》粉丝演唱会;距市中心4.4km;#;#;#;演唱会;#
中国澳门 · 夏贤尚2025《某天的贤尚》粉丝见面会;距市中心4.4km;#;#;#;演唱会;#
澳门缅华泼水节;距市中心1.8km;#;#;#;节日;#
Macau Crazy Hall Slope Alley;距市中心1.2km;#;#;#;#;#
The Ritz-Carlton Spa, Macau;距市中心4.7km;#;#;#;#;#
Amazing Club;距市中心2.4km;#;#;#;#;#
Mon Art 芒藝;距市中心1.4km;#;#;#;#;#
Darling Sauna;距市中心1.2km;#;#;#;#;#
至尊桌球城 SUPREME BILLIARDS;距市中心1.1km;#;#;#;#;#
金沙接驳点;距市中心1.3km;#;#;#;#;#
Plaza Oceano;距市中心2.9km;#;#;#;#;#
Baby Metal Fitness;距市中心1.7km;#;#;#;#;#
Seac Pai Van Library;距市中心6.8km;#;#;#;#;#
Sam Seng Temple;距市中心7.6km;#;#;#;#;#
Kiang Wu History Museum;距市中心1.4km;#;#;#;#;#
S. Lourenço Library;距市中心963m;#;#;#;#;#
Kings' Billiards - 帝王桌球城;距市中心3.6km;#;#;#;#;#
Leisure Area of Kun Iam Statue Waterfront;距市中心989m;#;#;#;#;#
RIDE 2 EXIT;距市中心1.9km;#;#;#;#;#
Light Metal Fitness;距市中心699m;#;#;#;#;#
Metal24 fitness macau;距市中心2.7km;#;#;#;#;#
Eighteen Sauna;距市中心1.5km;#;#;#;#;#
So Spa Ponte 16 Macau;距市中心1.3km;#;#;#;#;#
Po Tsai House Exhibition Hall;距市中心1.2km;#;#;#;#;#
青洲图书馆;距市中心2.6km;#;#;#;#;#
At. Corner 冬隅教育中心;距市中心887m;#;#;#;#;#
Casa de Nostalgia;距市中心4.0km;#;#;#;#;#
Centro de Convivio "Hong Nin Chi Ka" da Associacao de Agricultores de Macau;距市中心2.8km;#;#;#;#;#
Jardim da Montanha Russa, Montanha Russa Park;距市中心2.2km;#;#;#;#;#
Heavy Metal Fitness Club;距市中心2.1km;#;#;#;#;#
Warrior Fitness, Taipa, Macau;距市中心3.8km;#;#;#;#;#
Biblioteca de Mong Há;距市中心2.3km;#;#;#;#;#
MeTime Yoga (Macau) limited｜MeTime瑜伽(澳門)有限公司;距市中心752m;#;#;#;#;#
Baby Metal Fitness 2.0;距市中心3.4km;#;#;#;#;#
Iglesia Ni Cristo - Macau District Office;距市中心2.1km;#;#;#;#;#
Barra Navy Yard No.2;距市中心1.2km;#;#;#;#;#
Yoga Loft Macau;距市中心849m;#;#;#;#;#
The Cotai Strip;距市中心5.0km;#;#;#;#;#
Gothic Metal Fitness;距市中心674m;#;#;#;#;#
悦水疗 YOUTH SPA (氹仔Taipa);距市中心3.2km;#;#;#;#;#
1869ᵈᵐ小基地;距市中心1.1km;#;#;#;#;#
Flower park;距市中心4.2km;#;#;#;#;#
東望洋新街 - Guia New Street;距市中心880m;#;#;#;#;#
栢蕙活动中心;距市中心1.9km;#;#;#;#;#
关前荟;距市中心1.0km;#;#;#;#;#
Rua de Felicidade;距市中心1.0km;#;#;#;#;#
骏菁活动中心;距市中心3.2km;#;#;#;#;#
Library in Ho Yin Garden;距市中心865m;#;#;#;#;#
Museu Vivo Macaense;距市中心4.1km;#;#;#;#;#
MOBOX Fitness Macau;距市中心2.9km;#;#;#;#;#
Associação dos Escoteiros de Macau;距市中心3.3km;#;#;#;#;#
Sports Ground at Coloane Village;距市中心8.0km;#;#;#;#;#
Akia Beauty House 高地烏門市;距市中心1.6km;#;#;#;#;#
Indoor Public Playground;距市中心3.3km;#;#;#;#;#
EFIT Fitness Studio (Taipa);距市中心3.9km;#;#;#;#;#
Hác Sá Reservoir Fitness Walk;距市中心7.6km;#;#;#;#;#
Highest point in Taipa;距市中心3.9km;#;#;#;#;#
Centro Desportivo Olímpico - Campo de Hóquei;距市中心3.9km;#;#;#;#;#
Public Playground;距市中心1.7km;#;#;#;#;#
